"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"3902",81,8.63087895582005,1,"paper","Colour","incon","Older",5602,"81incon"
"3903",81,8.59654027258236,1,"lion","Colour","incon","Older",5412.9,"81incon"
"3904",81,8.56847548574329,1,"pencil","Size","incon","Older",5263.1,"81incon"
"3905",81,7.91421572836688,1,"theatre","Size","incon","Older",2735.9,"81incon"
"3906",81,8.65945635096421,1,"lighter","Size","incon","Older",5764.4,"81incon"
"3907",81,8.12577890653073,1,"blackboard","Colour","incon","Older",3380.5,"81incon"
"3908",81,8.43272403478979,1,"bread","Colour","incon","Older",4595,"81incon"
"3909",81,8.57079082876503,1,"dove","Colour","incon","Older",5275.3,"81incon"
"3910",81,8.59759275848481,1,"stool","Size","incon","Older",5418.6,"81incon"
"3911",81,8.52977372362157,1,"chair","Size","incon","Older",5063.3,"81incon"
"3912",81,8.35596754291702,1,"box","Size","incon","Older",4255.5,"81incon"
"3913",82,7.17081161160751,1,"ham","Colour","cong","Younger",1300.9,"82cong"
"3914",82,7.63172260188197,1,"blood","Colour","cong","Younger",2062.6,"82cong"
"3915",82,7.84271073608545,1,"broccoli","Colour","cong","Younger",2547.1,"82cong"
"3917",82,7.59221483114452,1,"orange","Size","cong","Younger",1982.7,"82cong"
"3918",82,8.00573403367664,1,"mouth","Size","cong","Younger",2998.1,"82cong"
"3919",82,7.93325909582961,1,"coffee","Colour","cong","Younger",2788.5,"82cong"
"3920",82,7.18333946623578,1,"ketchup","Colour","cong","Younger",1317.3,"82cong"
"3921",82,7.95794733504769,1,"rhino","Colour","cong","Younger",2858.2,"82cong"
"3922",82,7.3478150318548,1,"wasp","Size","cong","Younger",1552.8,"82cong"
"3923",82,7.30740350176874,1,"goose","Size","cong","Younger",1491.3,"82cong"
"3924",82,8.03505220151016,1,"donkey","Size","cong","Younger",3087.3,"82cong"
"3925",82,8.18913347015247,1,"sunflower","Colour","cong","Younger",3601.6,"82cong"
"3926",82,7.58994261930574,1,"gin","Colour","cong","Younger",1978.2,"82cong"
"3927",82,7.48042830607421,1,"grass","Colour","cong","Younger",1773,"82cong"
"3928",82,7.35481008684947,1,"window","Size","cong","Younger",1563.7,"82cong"
"3929",82,7.59287028784482,1,"pen","Size","cong","Younger",1984,"82cong"
"3931",82,7.324951309966,1,"snow","Colour","cong","Younger",1517.7,"82cong"
"3932",82,7.61416413352527,1,"butter","Colour","cong","Younger",2026.7,"82cong"
"3933",82,7.74300947616691,1,"oregano","Colour","cong","Younger",2305.4,"82cong"
"3934",82,7.38262206389386,1,"fork","Size","cong","Younger",1607.8,"82cong"
"3935",82,7.88269220628903,1,"doctor","Size","cong","Younger",2651,"82cong"
"3936",82,8.40205166390331,1,"dancer","Size","cong","Younger",4456.2,"82cong"
"3938",82,7.67735411170241,1,"tar","Colour","incon","Younger",2158.9,"82incon"
"3939",82,8.1840673493658,1,"trumpet","Colour","incon","Younger",3583.4,"82incon"
"3940",82,8.11333678864749,1,"diary","Size","incon","Younger",3338.7,"82incon"
"3941",82,7.8309819018574,1,"gun","Size","incon","Younger",2517.4,"82incon"
"3942",82,8.07558263667172,1,"football","Size","incon","Younger",3215,"82incon"
"3944",82,7.63050980429474,1,"cloud","Colour","incon","Younger",2060.1,"82incon"
"3945",82,7.93687457112161,1,"chalk","Colour","incon","Younger",2798.6,"82incon"
"3946",82,7.19120340090186,1,"handbag","Size","incon","Younger",1327.7,"82incon"
"3947",82,8.01519515625293,1,"cup","Size","incon","Younger",3026.6,"82incon"
"3948",82,7.7120859885027,1,"tribe","Size","incon","Younger",2235.2,"82incon"
"3949",82,8.55352512066363,1,"highlighter","Colour","incon","Younger",5185,"82incon"
"3950",82,7.90761480227561,1,"paper","Colour","incon","Younger",2717.9,"82incon"
"3952",82,8.06252733486045,1,"pencil","Size","incon","Younger",3173.3,"82incon"
"3953",82,8.14653522481348,1,"theatre","Size","incon","Younger",3451.4,"82incon"
"3954",82,7.72019546573007,1,"lighter","Size","incon","Younger",2253.4,"82incon"
"3955",82,8.15762836149083,1,"blackboard","Colour","incon","Younger",3489.9,"82incon"
"3956",82,7.47601927739539,1,"bread","Colour","incon","Younger",1765.2,"82incon"
"3957",82,8.27308133366583,1,"dove","Colour","incon","Younger",3917,"82incon"
"3959",82,7.79527609736018,1,"chair","Size","incon","Younger",2429.1,"82incon"
"3960",82,7.80531161280004,1,"box","Size","incon","Younger",2453.6,"82incon"
"3962",83,8.17120381010318,1,"blood","Colour","cong","Older",3537.6,"83cong"
"3963",83,8.17861072983566,1,"broccoli","Colour","cong","Older",3563.9,"83cong"
"3965",83,7.98412195870293,1,"orange","Size","cong","Older",2934,"83cong"
"3966",83,8.5041282150868,1,"mouth","Size","cong","Older",4935.1,"83cong"
"3967",83,9.11505119195136,1,"coffee","Colour","cong","Older",9091.1,"83cong"
"3968",83,8.23313122513261,1,"ketchup","Colour","cong","Older",3763.6,"83cong"
"3969",83,8.18543383172353,1,"rhino","Colour","cong","Older",3588.3,"83cong"
"3970",83,8.06208605640659,1,"wasp","Size","cong","Older",3171.9,"83cong"
"3971",83,8.04035022714771,1,"goose","Size","cong","Older",3103.7,"83cong"
"3972",83,8.1798165459406,1,"donkey","Size","cong","Older",3568.2,"83cong"
"3973",83,8.87817683954291,1,"sunflower","Colour","cong","Older",7173.7,"83cong"
"3974",83,7.97263841490612,1,"gin","Colour","cong","Older",2900.5,"83cong"
"3975",83,8.70251025718999,1,"grass","Colour","cong","Older",6018,"83cong"
"3976",83,8.92951474032089,1,"window","Size","cong","Older",7551.6,"83cong"
"3977",83,8.28217946753154,1,"pen","Size","cong","Older",3952.8,"83cong"
"3978",83,8.21568261102792,1,"mop","Size","cong","Older",3698.5,"83cong"
"3979",83,8.5393264340507,1,"snow","Colour","cong","Older",5111.9,"83cong"
"3980",83,8.42239887852969,1,"butter","Colour","cong","Older",4547.8,"83cong"
"3981",83,9.04632620752451,1,"oregano","Colour","cong","Older",8487.3,"83cong"
"3982",83,8.56409586110246,1,"fork","Size","cong","Older",5240.1,"83cong"
"3983",83,8.59792489244856,1,"doctor","Size","cong","Older",5420.4,"83cong"
"3984",83,8.77011299705573,1,"dancer","Size","cong","Older",6438.9,"83cong"
"3985",83,8.43853951858697,1,"rice","Colour","incon","Older",4621.8,"83incon"
"3986",83,8.15455766128343,1,"tar","Colour","incon","Older",3479.2,"83incon"
"3987",83,8.53473837063199,1,"trumpet","Colour","incon","Older",5088.5,"83incon"
"3988",83,9.327554356865,1,"diary","Size","incon","Older",11243.6,"83incon"
"3989",83,9.00982633090976,1,"gun","Size","incon","Older",8183.1,"83incon"
"3990",83,8.16544892880771,1,"football","Size","incon","Older",3517.3,"83incon"
"3991",83,9.03651065721489,1,"cranberry","Colour","incon","Older",8404.4,"83incon"
"3992",83,8.74107247201527,1,"cloud","Colour","incon","Older",6254.6,"83incon"
"3993",83,8.69584134284388,1,"chalk","Colour","incon","Older",5978,"83incon"
"3994",83,8.18389989660104,1,"handbag","Size","incon","Older",3582.8,"83incon"
"3995",83,8.36025864021236,1,"cup","Size","incon","Older",4273.8,"83incon"
"3996",83,8.9926444553189,1,"tribe","Size","incon","Older",8043.7,"83incon"
"3997",83,8.83507948884745,1,"highlighter","Colour","incon","Older",6871.1,"83incon"
"3999",83,9.02568409183551,1,"lion","Colour","incon","Older",8313.9,"83incon"
"4000",83,8.99464402129702,1,"pencil","Size","incon","Older",8059.8,"83incon"
"4001",83,8.78387121515406,1,"theatre","Size","incon","Older",6528.1,"83incon"
"4002",83,8.92996487470684,1,"lighter","Size","incon","Older",7555,"83incon"
"4003",83,8.41832268115049,1,"blackboard","Colour","incon","Older",4529.3,"83incon"
"4004",83,8.42226693790278,1,"bread","Colour","incon","Older",4547.2,"83incon"
"4005",83,8.81895566807602,1,"dove","Colour","incon","Older",6761.2,"83incon"
"4006",83,8.84221440027317,1,"stool","Size","incon","Older",6920.3,"83incon"
"4007",83,8.61837699675055,1,"chair","Size","incon","Older",5532.4,"83incon"
"4008",83,8.81471667789888,1,"box","Size","incon","Older",6732.6,"83incon"
"4009",84,7.41191875987458,1,"ham","Colour","cong","Older",1655.6,"84cong"
"4010",84,7.34601020991329,1,"blood","Colour","cong","Older",1550,"84cong"
"4011",84,7.5725544240266,1,"broccoli","Colour","cong","Older",1944.1,"84cong"
"4012",84,7.40743906232928,1,"hammer","Size","cong","Older",1648.2,"84cong"
"4013",84,7.69725754778485,1,"orange","Size","cong","Older",2202.3,"84cong"
"4014",84,7.38529295588195,1,"mouth","Size","cong","Older",1612.1,"84cong"
"4015",84,7.8835217376514,1,"coffee","Colour","cong","Older",2653.2,"84cong"
"4016",84,7.72387202188577,1,"ketchup","Colour","cong","Older",2261.7,"84cong"
"4017",84,7.65425363503908,1,"rhino","Colour","cong","Older",2109.6,"84cong"
"4018",84,7.65059697656593,1,"wasp","Size","cong","Older",2101.9,"84cong"
"4019",84,7.75272185260226,1,"goose","Size","cong","Older",2327.9,"84cong"
"4020",84,7.59508557422052,1,"donkey","Size","cong","Older",1988.4,"84cong"
"4021",84,8.18353698605451,1,"sunflower","Colour","cong","Older",3581.5,"84cong"
"4022",84,7.60976308797428,1,"gin","Colour","cong","Older",2017.8,"84cong"
"4023",84,7.72938362119062,1,"grass","Colour","cong","Older",2274.2,"84cong"
"4024",84,8.12049950169516,1,"window","Size","cong","Older",3362.7,"84cong"
"4025",84,7.56760417414057,1,"pen","Size","cong","Older",1934.5,"84cong"
"4026",84,8.49900885398239,1,"mop","Size","cong","Older",4909.9,"84cong"
"4027",84,8.11198804951393,1,"snow","Colour","cong","Older",3334.2,"84cong"
"4028",84,7.75563868219139,1,"butter","Colour","cong","Older",2334.7,"84cong"
"4029",84,7.76050965405092,1,"oregano","Colour","cong","Older",2346.1,"84cong"
"4030",84,8.42700586735065,1,"fork","Size","cong","Older",4568.8,"84cong"
"4031",84,7.84737183615979,1,"doctor","Size","cong","Older",2559,"84cong"
"4032",84,7.71748477462195,1,"dancer","Size","cong","Older",2247.3,"84cong"
"4042",84,7.72740294315142,1,"handbag","Size","incon","Older",2269.7,"84incon"
"4044",84,7.9921672182491,1,"tribe","Size","incon","Older",2957.7,"84incon"
"4055",84,8.3901095387969,1,"chair","Size","incon","Older",4403.3,"84incon"
"4057",85,8.2496535577992,1,"ham","Colour","cong","Older",3826.3,"85cong"
"4058",85,7.9547935321042,1,"blood","Colour","cong","Older",2849.2,"85cong"
"4059",85,7.58156672323534,1,"broccoli","Colour","cong","Older",1961.7,"85cong"
"4061",85,7.49225878242534,1,"orange","Size","cong","Older",1794.1,"85cong"
"4062",85,8.71709268048426,1,"mouth","Size","cong","Older",6106.4,"85cong"
"4063",85,8.36042241546629,1,"coffee","Colour","cong","Older",4274.5,"85cong"
"4064",85,8.14679595456857,1,"ketchup","Colour","cong","Older",3452.3,"85cong"
"4065",85,7.92475974693714,1,"rhino","Colour","cong","Older",2764.9,"85cong"
"4066",85,7.59412957525465,1,"wasp","Size","cong","Older",1986.5,"85cong"
"4067",85,8.48533093826745,1,"goose","Size","cong","Older",4843.2,"85cong"
"4068",85,7.64506287532774,1,"donkey","Size","cong","Older",2090.3,"85cong"
"4069",85,8.32416653900584,1,"sunflower","Colour","cong","Older",4122.3,"85cong"
"4070",85,8.24114979274117,1,"gin","Colour","cong","Older",3793.9,"85cong"
"4071",85,8.16916645795534,1,"grass","Colour","cong","Older",3530.4,"85cong"
"4072",85,7.90890173275676,1,"window","Size","cong","Older",2721.4,"85cong"
"4073",85,7.78414026312039,1,"pen","Size","cong","Older",2402.2,"85cong"
"4074",85,7.931967245074,1,"mop","Size","cong","Older",2784.9,"85cong"
"4075",85,8.53864152262211,1,"snow","Colour","cong","Older",5108.4,"85cong"
"4076",85,8.31993666105387,1,"butter","Colour","cong","Older",4104.9,"85cong"
"4077",85,8.01251529823648,1,"oregano","Colour","cong","Older",3018.5,"85cong"
"4078",85,7.96352965364015,1,"fork","Size","cong","Older",2874.2,"85cong"
"4079",85,8.13730810691084,1,"doctor","Size","cong","Older",3419.7,"85cong"
"4080",85,7.84353486344014,1,"dancer","Size","cong","Older",2549.2,"85cong"
"4082",85,7.75005495494452,1,"tar","Colour","incon","Older",2321.7,"85incon"
"4083",85,8.47322040502709,1,"trumpet","Colour","incon","Older",4784.9,"85incon"
"4084",85,8.28268531002298,1,"diary","Size","incon","Older",3954.8,"85incon"
"4085",85,8.34345866035957,1,"gun","Size","incon","Older",4202.6,"85incon"
"4086",85,8.53340113026045,1,"football","Size","incon","Older",5081.7,"85incon"
"4087",85,8.49707211342002,1,"cranberry","Colour","incon","Older",4900.4,"85incon"
"4088",85,8.20248244657654,1,"cloud","Colour","incon","Older",3650,"85incon"
"4089",85,7.91245973742728,1,"chalk","Colour","incon","Older",2731.1,"85incon"
"4090",85,8.14188864620293,1,"handbag","Size","incon","Older",3435.4,"85incon"
"4091",85,8.48011418317482,1,"cup","Size","incon","Older",4818,"85incon"
"4092",85,8.42556024230424,1,"tribe","Size","incon","Older",4562.2,"85incon"
"4093",85,9.1122864315008,1,"highlighter","Colour","incon","Older",9066,"85incon"
"4094",85,9.63497391939773,1,"paper","Colour","incon","Older",15290.3,"85incon"
"4095",85,9.11744627110112,1,"lion","Colour","incon","Older",9112.9,"85incon"
"4096",85,8.12512790337109,1,"pencil","Size","incon","Older",3378.3,"85incon"
"4097",85,8.32022895188533,1,"theatre","Size","incon","Older",4106.1,"85incon"
"4098",85,9.29935806829384,1,"lighter","Size","incon","Older",10931,"85incon"
"4099",85,8.36825225063454,1,"blackboard","Colour","incon","Older",4308.1,"85incon"
"4100",85,8.08687170730921,1,"bread","Colour","incon","Older",3251.5,"85incon"
"4101",85,9.08481116202783,1,"dove","Colour","incon","Older",8820.3,"85incon"
"4102",85,8.51446948549464,1,"stool","Size","incon","Older",4986.4,"85incon"
"4103",85,8.86081126419825,1,"chair","Size","incon","Older",7050.2,"85incon"
"4104",85,8.44966353462264,1,"box","Size","incon","Older",4673.5,"85incon"
"4105",86,7.88235265411735,1,"ham","Colour","cong","Older",2650.1,"86cong"
"4106",86,7.90820331886302,1,"blood","Colour","cong","Older",2719.5,"86cong"
"4107",86,7.99715862856494,1,"broccoli","Colour","cong","Older",2972.5,"86cong"
"4108",86,8.06466792182067,1,"hammer","Size","cong","Older",3180.1,"86cong"
"4109",86,7.93225446727825,1,"orange","Size","cong","Older",2785.7,"86cong"
"4110",86,7.85976058468029,1,"mouth","Size","cong","Older",2590.9,"86cong"
"4111",86,7.98091299817778,1,"coffee","Colour","cong","Older",2924.6,"86cong"
"4113",86,7.90835039390832,1,"rhino","Colour","cong","Older",2719.9,"86cong"
"4114",86,8.07847115140662,1,"wasp","Size","cong","Older",3224.3,"86cong"
"4115",86,7.6551065135556,1,"goose","Size","cong","Older",2111.4,"86cong"
"4116",86,7.98786409608569,1,"donkey","Size","cong","Older",2945,"86cong"
"4117",86,8.75243921151808,1,"sunflower","Colour","cong","Older",6326.1,"86cong"
"4119",86,7.84889470882568,1,"grass","Colour","cong","Older",2562.9,"86cong"
"4120",86,8.74284559293221,1,"window","Size","cong","Older",6265.7,"86cong"
"4121",86,7.60728206650612,1,"pen","Size","cong","Older",2012.8,"86cong"
"4122",86,7.99054301730327,1,"mop","Size","cong","Older",2952.9,"86cong"
"4123",86,8.20753813815405,1,"snow","Colour","cong","Older",3668.5,"86cong"
"4124",86,8.19954663444498,1,"butter","Colour","cong","Older",3639.3,"86cong"
"4125",86,8.13329386122263,1,"oregano","Colour","cong","Older",3406,"86cong"
"4126",86,8.4858057181746,1,"fork","Size","cong","Older",4845.5,"86cong"
"4127",86,8.18099291780973,1,"doctor","Size","cong","Older",3572.4,"86cong"
"4128",86,7.9511719321823,1,"dancer","Size","cong","Older",2838.9,"86cong"
"4129",86,8.43567940223269,1,"rice","Colour","incon","Older",4608.6,"86incon"
"4130",86,8.15009266085106,1,"tar","Colour","incon","Older",3463.7,"86incon"
"4131",86,7.80180040190897,1,"trumpet","Colour","incon","Older",2445,"86incon"
"4133",86,8.38781316991419,1,"gun","Size","incon","Older",4393.2,"86incon"
"4134",86,8.3165202737294,1,"football","Size","incon","Older",4090.9,"86incon"
"4136",86,7.7263449752326,1,"cloud","Colour","incon","Older",2267.3,"86incon"
"4137",86,7.6555326801932,1,"chalk","Colour","incon","Older",2112.3,"86incon"
"4138",86,7.6551065135556,1,"handbag","Size","incon","Older",2111.4,"86incon"
"4139",86,8.25439883447224,1,"cup","Size","incon","Older",3844.5,"86incon"
"4140",86,8.34464769286512,1,"tribe","Size","incon","Older",4207.6,"86incon"
"4143",86,8.36843793010589,1,"lion","Colour","incon","Older",4308.9,"86incon"
"4144",86,8.27244288634797,1,"pencil","Size","incon","Older",3914.5,"86incon"
"4145",86,8.13862314677072,1,"theatre","Size","incon","Older",3424.2,"86incon"
"4146",86,8.19431217431422,1,"lighter","Size","incon","Older",3620.3,"86incon"
"4148",86,8.87300576361933,1,"bread","Colour","incon","Older",7136.7,"86incon"
"4149",86,9.05230549173318,1,"dove","Colour","incon","Older",8538.2,"86incon"
"4150",86,8.45308124594899,1,"stool","Size","incon","Older",4689.5,"86incon"
"4152",86,9.49245447199949,1,"box","Size","incon","Older",13259.3,"86incon"
"4153",87,7.0827164813698,1,"ham","Colour","cong","Younger",1191.2,"87cong"
"4154",87,7.16502968901249,1,"blood","Colour","cong","Younger",1293.4,"87cong"
"4155",87,7.33178041261121,1,"broccoli","Colour","cong","Younger",1528.1,"87cong"
"4156",87,7.7792159949385,1,"hammer","Size","cong","Younger",2390.4,"87cong"
"4157",87,7.27337014249034,1,"orange","Size","cong","Younger",1441.4,"87cong"
"4158",87,7.64026739306434,1,"mouth","Size","cong","Younger",2080.3,"87cong"
"4159",87,7.44705173472382,1,"coffee","Colour","cong","Younger",1714.8,"87cong"
"4160",87,7.57455848420248,1,"ketchup","Colour","cong","Younger",1948,"87cong"
"4161",87,7.43413924166398,1,"rhino","Colour","cong","Younger",1692.8,"87cong"
"4162",87,7.15617663748062,1,"wasp","Size","cong","Younger",1282,"87cong"
"4163",87,7.11566335765357,1,"goose","Size","cong","Younger",1231.1,"87cong"
"4164",87,7.37199231333354,1,"donkey","Size","cong","Younger",1590.8,"87cong"
"4165",87,7.6092177911458,1,"sunflower","Colour","cong","Younger",2016.7,"87cong"
"4167",87,7.67275789664251,1,"grass","Colour","cong","Younger",2149,"87cong"
"4168",87,7.75164734623451,1,"window","Size","cong","Younger",2325.4,"87cong"
"4169",87,7.5436969857713,1,"pen","Size","cong","Younger",1888.8,"87cong"
"4170",87,7.86572523784778,1,"mop","Size","cong","Younger",2606.4,"87cong"
"4172",87,7.77779262633883,1,"butter","Colour","cong","Younger",2387,"87cong"
"4173",87,7.71872993865528,1,"oregano","Colour","cong","Younger",2250.1,"87cong"
"4174",87,7.47686867861863,1,"fork","Size","cong","Younger",1766.7,"87cong"
"4175",87,7.7861779824124,1,"doctor","Size","cong","Younger",2407.1,"87cong"
"4176",87,7.59609090254486,1,"dancer","Size","cong","Younger",1990.4,"87cong"
"4177",87,7.63269178203149,1,"rice","Colour","incon","Younger",2064.6,"87incon"
"4178",87,7.42874903166375,1,"tar","Colour","incon","Younger",1683.7,"87incon"
"4179",87,7.8641509483526,1,"trumpet","Colour","incon","Younger",2602.3,"87incon"
"4180",87,7.60554168169051,1,"diary","Size","incon","Younger",2009.3,"87incon"
"4181",87,7.5137092478397,1,"gun","Size","incon","Younger",1833,"87incon"
"4182",87,7.2865341218278,1,"football","Size","incon","Younger",1460.5,"87incon"
"4183",87,7.32032839854968,1,"cranberry","Colour","incon","Younger",1510.7,"87incon"
"4184",87,7.42833319419081,1,"cloud","Colour","incon","Younger",1683,"87incon"
