"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"2069",43,7.96143993429511,1,"gun","Size","incon","Younger",2868.2,"43incon"
"2070",43,7.92142677279785,1,"football","Size","incon","Younger",2755.7,"43incon"
"2071",43,7.85569970465809,1,"cranberry","Colour","incon","Younger",2580.4,"43incon"
"2072",43,7.69293454498858,1,"cloud","Colour","incon","Younger",2192.8,"43incon"
"2073",43,8.67650197390112,1,"chalk","Colour","incon","Younger",5863.5,"43incon"
"2074",43,7.64069992941615,1,"handbag","Size","incon","Younger",2081.2,"43incon"
"2075",43,8.23390146726575,1,"cup","Size","incon","Younger",3766.5,"43incon"
"2076",43,7.65164310124527,1,"tribe","Size","incon","Younger",2104.1,"43incon"
"2077",43,8.09687837005774,1,"highlighter","Colour","incon","Younger",3284.2,"43incon"
"2078",43,8.5200690521617,1,"paper","Colour","incon","Younger",5014.4,"43incon"
"2079",43,8.390472836637,1,"lion","Colour","incon","Younger",4404.9,"43incon"
"2080",43,8.38744890436058,1,"pencil","Size","incon","Younger",4391.6,"43incon"
"2081",43,8.23525459359152,1,"theatre","Size","incon","Younger",3771.6,"43incon"
"2082",43,8.12867369203421,1,"lighter","Size","incon","Younger",3390.3,"43incon"
"2083",43,8.54803272656721,1,"blackboard","Colour","incon","Younger",5156.6,"43incon"
"2084",43,7.84490690152362,1,"bread","Colour","incon","Younger",2552.7,"43incon"
"2085",43,8.45593461869538,1,"dove","Colour","incon","Younger",4702.9,"43incon"
"2086",43,8.33127316789999,1,"stool","Size","incon","Younger",4151.7,"43incon"
"2087",43,8.41407460519991,1,"chair","Size","incon","Younger",4510.1,"43incon"
"2088",43,8.08382231405436,1,"box","Size","incon","Younger",3241.6,"43incon"
"2089",44,7.53716361857508,1,"ham","Colour","cong","Older",1876.5,"44cong"
"2090",44,7.37513045687418,1,"blood","Colour","cong","Older",1595.8,"44cong"
"2091",44,7.44833386089748,1,"broccoli","Colour","cong","Older",1717,"44cong"
"2092",44,7.61208964893265,1,"hammer","Size","cong","Older",2022.5,"44cong"
"2093",44,7.40610338123702,1,"orange","Size","cong","Older",1646,"44cong"
"2094",44,8.00819922247922,1,"mouth","Size","cong","Older",3005.5,"44cong"
"2095",44,7.53187387313165,1,"coffee","Colour","cong","Older",1866.6,"44cong"
"2096",44,7.73372735265459,1,"ketchup","Colour","cong","Older",2284.1,"44cong"
"2097",44,7.5727601535958,1,"rhino","Colour","cong","Older",1944.5,"44cong"
"2098",44,7.18833720494361,1,"wasp","Size","cong","Older",1323.9,"44cong"
"2099",44,7.35212053604786,1,"goose","Size","cong","Older",1559.5,"44cong"
"2100",44,7.43360743676475,1,"donkey","Size","cong","Older",1691.9,"44cong"
"2101",44,7.84204308755795,1,"sunflower","Colour","cong","Older",2545.4,"44cong"
"2102",44,7.59473347039655,1,"gin","Colour","cong","Older",1987.7,"44cong"
"2103",44,7.85577720901775,1,"grass","Colour","cong","Older",2580.6,"44cong"
"2104",44,7.87477714726265,1,"window","Size","cong","Older",2630.1,"44cong"
"2105",44,7.44085107139386,1,"pen","Size","cong","Older",1704.2,"44cong"
"2106",44,7.46043276677069,1,"mop","Size","cong","Older",1737.9,"44cong"
"2107",44,7.75031335287878,1,"snow","Colour","cong","Older",2322.3,"44cong"
"2108",44,7.8188324438034,1,"butter","Colour","cong","Older",2487,"44cong"
"2109",44,7.96286838153739,1,"oregano","Colour","cong","Older",2872.3,"44cong"
"2110",44,7.48739775874526,1,"fork","Size","cong","Older",1785.4,"44cong"
"2111",44,7.63742723422445,1,"doctor","Size","cong","Older",2074.4,"44cong"
"2112",44,7.76484787113033,1,"dancer","Size","cong","Older",2356.3,"44cong"
"2114",44,7.68717189469426,1,"tar","Colour","incon","Older",2180.2,"44incon"
"2115",44,8.01608684871116,1,"trumpet","Colour","incon","Older",3029.3,"44incon"
"2118",44,8.04372757640732,1,"football","Size","incon","Older",3114.2,"44incon"
"2119",44,7.50351011353343,1,"cranberry","Colour","incon","Older",1814.4,"44incon"
"2120",44,7.59261823995439,1,"cloud","Colour","incon","Older",1983.5,"44incon"
"2121",44,8.00786644377398,1,"chalk","Colour","incon","Older",3004.5,"44incon"
"2122",44,7.8127423646849,1,"handbag","Size","incon","Older",2471.9,"44incon"
"2123",44,7.92175331526034,1,"cup","Size","incon","Older",2756.6,"44incon"
"2124",44,7.62788513087197,1,"tribe","Size","incon","Older",2054.7,"44incon"
"2129",44,7.7493655671797,1,"theatre","Size","incon","Older",2320.1,"44incon"
"2131",44,8.01826319989663,1,"blackboard","Colour","incon","Older",3035.9,"44incon"
"2133",44,7.889946104633,1,"dove","Colour","incon","Older",2670.3,"44incon"
"2135",44,8.050735268717,1,"chair","Size","incon","Older",3136.1,"44incon"
"2136",44,7.99614886745591,1,"box","Size","incon","Older",2969.5,"44incon"
"2137",45,7.77275271646874,1,"ham","Colour","cong","Younger",2375,"45cong"
"2138",45,7.51697722460432,1,"blood","Colour","cong","Younger",1839,"45cong"
"2139",45,8.34045601291618,1,"broccoli","Colour","cong","Younger",4190,"45cong"
"2141",45,7.49276030092238,1,"orange","Size","cong","Younger",1795,"45cong"
"2142",45,7.72400465667607,1,"mouth","Size","cong","Younger",2262,"45cong"
"2143",45,6.94022246911964,1,"coffee","Colour","cong","Younger",1033,"45cong"
"2144",45,7.81722278550817,1,"ketchup","Colour","cong","Younger",2483,"45cong"
"2145",45,7.93379687481541,1,"rhino","Colour","cong","Younger",2790,"45cong"
"2146",45,7.2291138777933,1,"wasp","Size","cong","Younger",1379,"45cong"
"2147",45,8.49084921607663,1,"goose","Size","cong","Younger",4870,"45cong"
"2148",45,7.33823815006559,1,"donkey","Size","cong","Younger",1538,"45cong"
"2149",45,8.45595588194505,1,"sunflower","Colour","cong","Younger",4703,"45cong"
"2150",45,7.82883452758809,1,"gin","Colour","cong","Younger",2512,"45cong"
"2151",45,7.51152464839087,1,"grass","Colour","cong","Younger",1829,"45cong"
"2152",45,8.5179928715868,1,"window","Size","cong","Younger",5004,"45cong"
"2153",45,7.58273848891441,1,"pen","Size","cong","Younger",1964,"45cong"
"2154",45,9.0135952945165,1,"mop","Size","cong","Younger",8214,"45cong"
"2155",45,8.34687925374656,1,"snow","Colour","cong","Younger",4217,"45cong"
"2156",45,7.94307271727793,1,"butter","Colour","cong","Younger",2816,"45cong"
"2157",45,8.15363748638528,1,"oregano","Colour","cong","Younger",3476,"45cong"
"2158",45,7.93200315236138,1,"fork","Size","cong","Younger",2785,"45cong"
"2159",45,8.33230835221912,1,"doctor","Size","cong","Younger",4156,"45cong"
"2160",45,7.41758040241454,1,"dancer","Size","cong","Younger",1665,"45cong"
"2161",45,8.14060704285845,1,"rice","Colour","incon","Younger",3431,"45incon"
"2162",45,8.64909826229618,1,"tar","Colour","incon","Younger",5705,"45incon"
"2163",45,8.18004072349016,1,"trumpet","Colour","incon","Younger",3569,"45incon"
"2164",45,8.36124088964235,1,"diary","Size","incon","Younger",4278,"45incon"
"2169",45,7.81520706218909,1,"chalk","Colour","incon","Younger",2478,"45incon"
"2170",45,7.83122021460429,1,"handbag","Size","incon","Younger",2518,"45incon"
"2171",45,8.536211197252,1,"cup","Size","incon","Younger",5096,"45incon"
"2172",45,8.23004431012611,1,"tribe","Size","incon","Younger",3752,"45incon"
"2173",45,8.06902932877496,1,"highlighter","Colour","incon","Younger",3194,"45incon"
"2174",45,8.35561499576018,1,"paper","Colour","incon","Younger",4254,"45incon"
"2175",45,8.53030683056162,1,"lion","Colour","incon","Younger",5066,"45incon"
"2176",45,8.1934002319521,1,"pencil","Size","incon","Younger",3617,"45incon"
"2177",45,8.24643378616036,1,"theatre","Size","incon","Younger",3814,"45incon"
"2178",45,8.13856473726163,1,"lighter","Size","incon","Younger",3424,"45incon"
"2179",45,8.82379514872053,1,"blackboard","Colour","incon","Younger",6794,"45incon"
"2180",45,8.56864647300515,1,"bread","Colour","incon","Younger",5264,"45incon"
"2181",45,8.33254893925264,1,"dove","Colour","incon","Younger",4157,"45incon"
"2182",45,8.2409125416889,1,"stool","Size","incon","Younger",3793,"45incon"
"2184",45,8.36613771649628,1,"box","Size","incon","Younger",4299,"45incon"
"2185",46,8.04981012549308,1,"ham","Colour","cong","Older",3133.2,"46cong"
"2186",46,7.43354832986991,1,"blood","Colour","cong","Older",1691.8,"46cong"
"2187",46,7.91924709380068,1,"broccoli","Colour","cong","Older",2749.7,"46cong"
"2188",46,8.3568835842734,1,"hammer","Size","cong","Older",4259.4,"46cong"
"2189",46,7.63409542689785,1,"orange","Size","cong","Older",2067.5,"46cong"
"2190",46,8.00803284696931,1,"mouth","Size","cong","Older",3005,"46cong"
"2191",46,7.76590829412635,1,"coffee","Colour","cong","Older",2358.8,"46cong"
"2192",46,8.61841314677315,1,"ketchup","Colour","cong","Older",5532.6,"46cong"
"2193",46,7.60180205478492,1,"rhino","Colour","cong","Older",2001.8,"46cong"
"2194",46,7.70530751889687,1,"wasp","Size","cong","Older",2220.1,"46cong"
"2195",46,7.59201306569617,1,"goose","Size","cong","Older",1982.3,"46cong"
"2196",46,7.61441080956687,1,"donkey","Size","cong","Older",2027.2,"46cong"
"2198",46,7.87363585519629,1,"gin","Colour","cong","Older",2627.1,"46cong"
"2199",46,8.88164184165293,1,"grass","Colour","cong","Older",7198.6,"46cong"
"2200",46,8.36987577822002,1,"window","Size","cong","Older",4315.1,"46cong"
"2201",46,7.62627776587331,1,"pen","Size","cong","Older",2051.4,"46cong"
"2202",46,8.18090893712524,1,"mop","Size","cong","Older",3572.1,"46cong"
"2203",46,7.9355158266783,1,"snow","Colour","cong","Older",2794.8,"46cong"
"2204",46,7.87546129780245,1,"butter","Colour","cong","Older",2631.9,"46cong"
"2205",46,8.48700198925201,1,"oregano","Colour","cong","Older",4851.3,"46cong"
"2206",46,7.42488101529661,1,"fork","Size","cong","Older",1677.2,"46cong"
"2207",46,8.44543936915285,1,"doctor","Size","cong","Older",4653.8,"46cong"
"2208",46,8.09803475617607,1,"dancer","Size","cong","Older",3288,"46cong"
"2209",46,8.2356787267757,1,"rice","Colour","incon","Older",3773.2,"46incon"
"2210",46,8.06479369611886,1,"tar","Colour","incon","Older",3180.5,"46incon"
"2211",46,8.37581394190467,1,"trumpet","Colour","incon","Older",4340.8,"46incon"
"2213",46,8.7749932093861,1,"gun","Size","incon","Older",6470.4,"46incon"
"2214",46,8.16536363247398,1,"football","Size","incon","Older",3517,"46incon"
"2215",46,8.57111303340567,1,"cranberry","Colour","incon","Older",5277,"46incon"
"2216",46,8.25262850780124,1,"cloud","Colour","incon","Older",3837.7,"46incon"
"2217",46,7.970083870573,1,"chalk","Colour","incon","Older",2893.1,"46incon"
"2218",46,7.70205915150182,1,"handbag","Size","incon","Older",2212.9,"46incon"
"2219",46,8.15398265120491,1,"cup","Size","incon","Older",3477.2,"46incon"
"2220",46,7.57203991485698,1,"tribe","Size","incon","Older",1943.1,"46incon"
"2221",46,8.55572135712158,1,"highlighter","Colour","incon","Older",5196.4,"46incon"
"2222",46,8.10895423975868,1,"paper","Colour","incon","Older",3324.1,"46incon"
"2223",46,8.34214908959251,1,"lion","Colour","incon","Older",4197.1,"46incon"
"2225",46,8.32258850490845,1,"theatre","Size","incon","Older",4115.8,"46incon"
"2226",46,7.97549590398316,1,"lighter","Size","incon","Older",2908.8,"46incon"
"2227",46,8.12115352395523,1,"blackboard","Colour","incon","Older",3364.9,"46incon"
"2228",46,8.61832276926624,1,"bread","Colour","incon","Older",5532.1,"46incon"
"2229",46,8.08637950561963,1,"dove","Colour","incon","Older",3249.9,"46incon"
"2230",46,8.62268769809687,1,"stool","Size","incon","Older",5556.3,"46incon"
"2231",46,8.00703401219341,1,"chair","Size","incon","Older",3002,"46incon"
"2232",46,8.40153539583649,1,"box","Size","incon","Older",4453.9,"46incon"
"2233",47,7.34077070117731,1,"ham","Colour","cong","Younger",1541.9,"47cong"
"2234",47,7.26940781413365,1,"blood","Colour","cong","Younger",1435.7,"47cong"
"2235",47,7.48941208350872,1,"broccoli","Colour","cong","Younger",1789,"47cong"
"2236",47,8.36483423881999,1,"hammer","Size","cong","Younger",4293.4,"47cong"
"2237",47,7.50681153614249,1,"orange","Size","cong","Younger",1820.4,"47cong"
"2238",47,7.97291419139103,1,"mouth","Size","cong","Younger",2901.3,"47cong"
"2239",47,7.88945914940452,1,"coffee","Colour","cong","Younger",2669,"47cong"
"2240",47,7.67494257225055,1,"ketchup","Colour","cong","Younger",2153.7,"47cong"
"2241",47,7.98976381848347,1,"rhino","Colour","cong","Younger",2950.6,"47cong"
"2242",47,7.51594352031489,1,"wasp","Size","cong","Younger",1837.1,"47cong"
"2243",47,7.63872796908206,1,"goose","Size","cong","Younger",2077.1,"47cong"
"2244",47,7.95616140142293,1,"donkey","Size","cong","Younger",2853.1,"47cong"
"2245",47,7.64218834644763,1,"sunflower","Colour","cong","Younger",2084.3,"47cong"
"2246",47,7.66166824786465,1,"gin","Colour","cong","Younger",2125.3,"47cong"
"2247",47,7.4856599440298,1,"grass","Colour","cong","Younger",1782.3,"47cong"
"2248",47,8.64985170319109,1,"window","Size","cong","Younger",5709.3,"47cong"
"2249",47,7.79193595693806,1,"pen","Size","cong","Younger",2421,"47cong"
"2250",47,8.02897671051111,1,"mop","Size","cong","Younger",3068.6,"47cong"
"2251",47,7.70935319554689,1,"snow","Colour","cong","Younger",2229.1,"47cong"
"2252",47,8.42275063511776,1,"butter","Colour","cong","Younger",4549.4,"47cong"
"2253",47,8.5876516550648,1,"oregano","Colour","cong","Younger",5365,"47cong"
"2254",47,7.79839994387271,1,"fork","Size","cong","Younger",2436.7,"47cong"
"2255",47,8.10476388950644,1,"doctor","Size","cong","Younger",3310.2,"47cong"
"2256",47,7.97343106740398,1,"dancer","Size","cong","Younger",2902.8,"47cong"
"2260",47,8.18130078666003,1,"diary","Size","incon","Younger",3573.5,"47incon"
"2261",47,8.06755673596267,1,"gun","Size","incon","Younger",3189.3,"47incon"
"2262",47,8.44337440821259,1,"football","Size","incon","Younger",4644.2,"47incon"
"2264",47,7.75499599487948,1,"cloud","Colour","incon","Younger",2333.2,"47incon"
"2266",47,8.1100366536471,1,"handbag","Size","incon","Younger",3327.7,"47incon"
"2267",47,8.21443808946693,1,"cup","Size","incon","Younger",3693.9,"47incon"
"2269",47,8.56036761680003,1,"highlighter","Colour","incon","Younger",5220.6,"47incon"
"2272",47,9.09218726785291,1,"pencil","Size","incon","Younger",8885.6,"47incon"
"2273",47,8.47064650875912,1,"theatre","Size","incon","Younger",4772.6,"47incon"
"2274",47,8.5006775560383,1,"lighter","Size","incon","Younger",4918.1,"47incon"
"2275",47,8.61524506388949,1,"blackboard","Colour","incon","Younger",5515.1,"47incon"
"2276",47,8.86801906283264,1,"bread","Colour","incon","Younger",7101.2,"47incon"
"2277",47,9.12218652443372,1,"dove","Colour","incon","Younger",9156.2,"47incon"
"2278",47,8.74596885258208,1,"stool","Size","incon","Younger",6285.3,"47incon"
"2279",47,8.06224367820916,1,"chair","Size","incon","Younger",3172.4,"47incon"
"2280",47,8.17001585917858,1,"box","Size","incon","Younger",3533.4,"47incon"
"2281",48,7.95198177712366,1,"ham","Colour","cong","Older",2841.2,"48cong"
"2282",48,7.7433130650232,1,"blood","Colour","cong","Older",2306.1,"48cong"
"2283",48,8.08539437485622,1,"broccoli","Colour","cong","Older",3246.7,"48cong"
"2285",48,8.23142927812036,1,"orange","Size","cong","Older",3757.2,"48cong"
"2286",48,8.21145576429801,1,"mouth","Size","cong","Older",3682.9,"48cong"
"2287",48,8.56442022977892,1,"coffee","Colour","cong","Older",5241.8,"48cong"
"2288",48,8.36145124619749,1,"ketchup","Colour","cong","Older",4278.9,"48cong"
"2289",48,8.33911860346961,1,"rhino","Colour","cong","Older",4184.4,"48cong"
"2290",48,8.45563688571713,1,"wasp","Size","cong","Older",4701.5,"48cong"
"2291",48,8.09706104626467,1,"goose","Size","cong","Older",3284.8,"48cong"
"2292",48,8.32086195575318,1,"donkey","Size","cong","Older",4108.7,"48cong"
"2293",48,8.38022733634308,1,"sunflower","Colour","cong","Older",4360,"48cong"
"2294",48,8.32125129752717,1,"gin","Colour","cong","Older",4110.3,"48cong"
"2295",48,7.9350505688992,1,"grass","Colour","cong","Older",2793.5,"48cong"
"2296",48,8.84040648690767,1,"window","Size","cong","Older",6907.8,"48cong"
"2297",48,8.50287111840868,1,"pen","Size","cong","Older",4928.9,"48cong"
"2298",48,9.16190614445379,1,"mop","Size","cong","Older",9527.2,"48cong"
"2299",48,8.98634645920713,1,"snow","Colour","cong","Older",7993.2,"48cong"
"2300",48,9.14543911839248,1,"butter","Colour","cong","Older",9371.6,"48cong"
"2301",48,8.42103465185652,1,"oregano","Colour","cong","Older",4541.6,"48cong"
"2302",48,8.50416874029349,1,"fork","Size","cong","Older",4935.3,"48cong"
"2303",48,8.49146504284351,1,"doctor","Size","cong","Older",4873,"48cong"
"2304",48,8.4206382372016,1,"dancer","Size","cong","Older",4539.8,"48cong"
"2306",48,8.34635741972537,1,"tar","Colour","incon","Older",4214.8,"48incon"
"2307",48,8.08039220299822,1,"trumpet","Colour","incon","Older",3230.5,"48incon"
"2308",48,8.72104790342261,1,"diary","Size","incon","Older",6130.6,"48incon"
"2310",48,8.53738789870176,1,"football","Size","incon","Older",5102,"48incon"
"2311",48,8.64350861142045,1,"cranberry","Colour","incon","Older",5673.2,"48incon"
"2312",48,8.6431912798239,1,"cloud","Colour","incon","Older",5671.4,"48incon"
"2313",48,9.2614611514839,1,"chalk","Colour","incon","Older",10524.5,"48incon"
"2314",48,8.17731917529854,1,"handbag","Size","incon","Older",3559.3,"48incon"
"2315",48,8.38201472883067,1,"cup","Size","incon","Older",4367.8,"48incon"
"2316",48,9.02827878138809,1,"tribe","Size","incon","Older",8335.5,"48incon"
"2317",48,9.36789952207755,1,"highlighter","Colour","incon","Older",11706.5,"48incon"
"2318",48,9.31774080558589,1,"paper","Colour","incon","Older",11133.8,"48incon"
"2319",48,8.52876596776885,1,"lion","Colour","incon","Older",5058.2,"48incon"
"2320",48,8.56558327556433,1,"pencil","Size","incon","Older",5247.9,"48incon"
"2321",48,8.65872747530936,1,"theatre","Size","incon","Older",5760.2,"48incon"
"2322",48,9.45963498402317,1,"lighter","Size","incon","Older",12831.2,"48incon"
"2323",48,8.89747723432714,1,"blackboard","Colour","incon","Older",7313.5,"48incon"
"2324",48,9.08050499779563,1,"bread","Colour","incon","Older",8782.4,"48incon"
"2325",48,8.63005748319497,1,"dove","Colour","incon","Older",5597.4,"48incon"
"2326",48,9.00203617085861,1,"stool","Size","incon","Older",8119.6,"48incon"
"2327",48,8.89798302011714,1,"chair","Size","incon","Older",7317.2,"48incon"
"2328",48,9.51138526294801,1,"box","Size","incon","Older",13512.7,"48incon"
"2329",49,7.66537847872645,1,"ham","Colour","cong","Older",2133.2,"49cong"
"2330",49,7.66523783504698,1,"blood","Colour","cong","Older",2132.9,"49cong"
"2331",49,7.67994466688204,1,"broccoli","Colour","cong","Older",2164.5,"49cong"
"2332",49,8.51777302328125,1,"hammer","Size","cong","Older",5002.9,"49cong"
"2333",49,7.70024993304278,1,"orange","Size","cong","Older",2208.9,"49cong"
"2334",49,7.78713303283275,1,"mouth","Size","cong","Older",2409.4,"49cong"
"2335",49,7.83038587140247,1,"coffee","Colour","cong","Older",2515.9,"49cong"
"2336",49,8.09706104626467,1,"ketchup","Colour","cong","Older",3284.8,"49cong"
"2337",49,7.53321231057213,1,"rhino","Colour","cong","Older",1869.1,"49cong"
"2338",49,7.54860866482095,1,"wasp","Size","cong","Older",1898.1,"49cong"
"2339",49,7.54739619201894,1,"goose","Size","cong","Older",1895.8,"49cong"
"2340",49,7.69138281267046,1,"donkey","Size","cong","Older",2189.4,"49cong"
"2341",49,8.08490144530435,1,"sunflower","Colour","cong","Older",3245.1,"49cong"
"2342",49,7.70535256089855,1,"gin","Colour","cong","Older",2220.2,"49cong"
"2343",49,8.16428258204296,1,"grass","Colour","cong","Older",3513.2,"49cong"
"2344",49,8.33399124719497,1,"window","Size","cong","Older",4163,"49cong"
"2345",49,7.90518350364923,1,"pen","Size","cong","Older",2711.3,"49cong"
"2346",49,8.06214910810901,1,"mop","Size","cong","Older",3172.1,"49cong"
"2347",49,7.80653355910499,1,"snow","Colour","cong","Older",2456.6,"49cong"
"2348",49,8.16382705305205,1,"butter","Colour","cong","Older",3511.6,"49cong"
"2349",49,7.85290553953685,1,"oregano","Colour","cong","Older",2573.2,"49cong"
"2350",49,7.7522921885929,1,"fork","Size","cong","Older",2326.9,"49cong"
"2351",49,8.04353489199169,1,"doctor","Size","cong","Older",3113.6,"49cong"
"2352",49,7.82564473221999,1,"dancer","Size","cong","Older",2504,"49cong"
"2353",49,8.19351081472342,1,"rice","Colour","incon","Older",3617.4,"49incon"
"2354",49,7.94640522647756,1,"tar","Colour","incon","Older",2825.4,"49incon"
"2356",49,7.91739062383553,1,"diary","Size","incon","Older",2744.6,"49incon"
"2358",49,8.46558405768301,1,"football","Size","incon","Older",4748.5,"49incon"
"2359",49,8.45214253916191,1,"cranberry","Colour","incon","Older",4685.1,"49incon"
"2360",49,7.8324505932001,1,"cloud","Colour","incon","Older",2521.1,"49incon"
"2361",49,7.64883511329738,1,"chalk","Colour","incon","Older",2098.2,"49incon"
"2362",49,8.01486469790419,1,"handbag","Size","incon","Older",3025.6,"49incon"
"2363",49,8.05022495071402,1,"cup","Size","incon","Older",3134.5,"49incon"
"2364",49,7.70737735404909,1,"tribe","Size","incon","Older",2224.7,"49incon"
"2365",49,8.3048906632799,1,"highlighter","Colour","incon","Older",4043.6,"49incon"
"2366",49,8.25515287447208,1,"paper","Colour","incon","Older",3847.4,"49incon"
"2367",49,8.04766944700735,1,"lion","Colour","incon","Older",3126.5,"49incon"
"2368",49,8.46566829126277,1,"pencil","Size","incon","Older",4748.9,"49incon"
"2369",49,8.19221069421,1,"theatre","Size","incon","Older",3612.7,"49incon"
"2370",49,8.5290031781756,1,"lighter","Size","incon","Older",5059.4,"49incon"
"2371",49,8.00926337076227,1,"blackboard","Colour","incon","Older",3008.7,"49incon"
"2372",49,8.57638620072904,1,"bread","Colour","incon","Older",5304.9,"49incon"
"2373",49,8.06862223277297,1,"dove","Colour","incon","Older",3192.7,"49incon"
"2374",49,8.74370705683591,1,"stool","Size","incon","Older",6271.1,"49incon"
"2375",49,8.27405099359534,1,"chair","Size","incon","Older",3920.8,"49incon"
"2376",49,8.38744890436058,1,"box","Size","incon","Older",4391.6,"49incon"
"2377",50,7.80998765360525,1,"ham","Colour","cong","Older",2465.1,"50cong"
"2378",50,7.63747543977292,1,"blood","Colour","cong","Older",2074.5,"50cong"
"2379",50,7.90595774005121,1,"broccoli","Colour","cong","Older",2713.4,"50cong"
"2380",50,8.07065605753261,1,"hammer","Size","cong","Older",3199.2,"50cong"
"2381",50,7.7887918206395,1,"orange","Size","cong","Older",2413.4,"50cong"
"2382",50,7.81915406477586,1,"mouth","Size","cong","Older",2487.8,"50cong"
"2383",50,7.83629073727273,1,"coffee","Colour","cong","Older",2530.8,"50cong"
"2384",50,7.75009802590394,1,"ketchup","Colour","cong","Older",2321.8,"50cong"
"2385",50,7.7515613358272,1,"rhino","Colour","cong","Older",2325.2,"50cong"
"2386",50,7.90440866734075,1,"wasp","Size","cong","Older",2709.2,"50cong"
"2387",50,7.59719559761076,1,"goose","Size","cong","Older",1992.6,"50cong"
"2388",50,7.89536151627289,1,"donkey","Size","cong","Older",2684.8,"50cong"
"2389",50,8.22045691979865,1,"sunflower","Colour","cong","Older",3716.2,"50cong"
"2390",50,7.83787001744936,1,"gin","Colour","cong","Older",2534.8,"50cong"
"2391",50,8.08045411100295,1,"grass","Colour","cong","Older",3230.7,"50cong"
"2392",50,8.2684753889826,1,"window","Size","cong","Older",3899,"50cong"
"2393",50,7.99169376541645,1,"pen","Size","cong","Older",2956.3,"50cong"
"2394",50,7.9586118682376,1,"mop","Size","cong","Older",2860.1,"50cong"
"2395",50,8.15386760950217,1,"snow","Colour","cong","Older",3476.8,"50cong"
"2396",50,7.99490208954097,1,"butter","Colour","cong","Older",2965.8,"50cong"
"2397",50,7.90595774005121,1,"oregano","Colour","cong","Older",2713.4,"50cong"
"2398",50,7.91589566448617,1,"fork","Size","cong","Older",2740.5,"50cong"
"2399",50,8.07115605754302,1,"doctor","Size","cong","Older",3200.8,"50cong"
"2400",50,8.06170766268341,1,"dancer","Size","cong","Older",3170.7,"50cong"
"2401",50,8.2400949125041,1,"rice","Colour","incon","Older",3789.9,"50incon"
"2402",50,7.99608151378175,1,"tar","Colour","incon","Older",2969.3,"50incon"
"2403",50,8.16174606482976,1,"trumpet","Colour","incon","Older",3504.3,"50incon"
"2404",50,8.14861916189182,1,"diary","Size","incon","Older",3458.6,"50incon"
"2406",50,8.09122941383073,1,"football","Size","incon","Older",3265.7,"50incon"
"2408",50,7.65969010102517,1,"cloud","Colour","incon","Older",2121.1,"50incon"
"2409",50,8.06755673596267,1,"chalk","Colour","incon","Older",3189.3,"50incon"
"2410",50,7.85879520318311,1,"handbag","Size","incon","Older",2588.4,"50incon"
"2411",50,8.20543698174542,1,"cup","Size","incon","Older",3660.8,"50incon"
"2412",50,7.89185418086149,1,"tribe","Size","incon","Older",2675.4,"50incon"
"2413",50,9.07843052108482,1,"highlighter","Colour","incon","Older",8764.2,"50incon"
"2414",50,9.19077011767931,1,"paper","Colour","incon","Older",9806.2,"50incon"
"2415",50,8.44447194961507,1,"lion","Colour","incon","Older",4649.3,"50incon"
"2416",50,8.20176986398273,1,"pencil","Size","incon","Older",3647.4,"50incon"
"2417",50,7.89528702005354,1,"theatre","Size","incon","Older",2684.6,"50incon"
"2418",50,8.45657231959277,1,"lighter","Size","incon","Older",4705.9,"50incon"
"2419",50,8.28235654151098,1,"blackboard","Colour","incon","Older",3953.5,"50incon"
"2421",50,7.97831096986772,1,"dove","Colour","incon","Older",2917,"50incon"
"2422",50,8.5026479199742,1,"stool","Size","incon","Older",4927.8,"50incon"
"2423",50,8.31732661700652,1,"chair","Size","incon","Older",4094.2,"50incon"
"2424",50,8.19869445928517,1,"box","Size","incon","Older",3636.2,"50incon"
"2425",51,8.62986094406965,1,"ham","Colour","cong","Older",5596.3,"51cong"
"2426",51,8.0944089695376,1,"blood","Colour","cong","Older",3276.1,"51cong"
"2427",51,7.93508636564528,1,"broccoli","Colour","cong","Older",2793.6,"51cong"
"2428",51,8.11027703104076,1,"hammer","Size","cong","Older",3328.5,"51cong"
"2429",51,7.91088403948863,1,"orange","Size","cong","Older",2726.8,"51cong"
"2430",51,7.94129557090653,1,"mouth","Size","cong","Older",2811,"51cong"
"2432",51,7.88687056398953,1,"ketchup","Colour","cong","Older",2662.1,"51cong"
"2433",51,7.81480342948936,1,"rhino","Colour","cong","Older",2477,"51cong"
"2434",51,7.75991274092669,1,"wasp","Size","cong","Older",2344.7,"51cong"
"2435",51,7.71614894754647,1,"goose","Size","cong","Older",2244.3,"51cong"
"2436",51,8.04818107046366,1,"donkey","Size","cong","Older",3128.1,"51cong"
"2437",51,8.16808951297382,1,"sunflower","Colour","cong","Older",3526.6,"51cong"
"2438",51,8.04824500499472,1,"gin","Colour","cong","Older",3128.3,"51cong"
"2439",51,8.05880187749867,1,"grass","Colour","cong","Older",3161.5,"51cong"
"2440",51,8.30906139772247,1,"window","Size","cong","Older",4060.5,"51cong"
"2441",51,8.12530549172176,1,"pen","Size","cong","Older",3378.9,"51cong"
"2442",51,8.17303952803118,1,"mop","Size","cong","Older",3544.1,"51cong"
"2443",51,8.07955606960172,1,"snow","Colour","cong","Older",3227.8,"51cong"
"2444",51,8.00976180071826,1,"butter","Colour","cong","Older",3010.2,"51cong"
