participant,Item,Rule,Response,Trial,TrialType,accuracy,rt,Agegroup,Context,accuracy01
53,toy,ACTION,play,30,SingleNaming,1,999,Younger,Single,1
55,toy,ACTION,play,30,SingleNaming,1,882.9,Younger,Single,1
55,ladder,OBJECT,ladder,30,SingleNaming,1,1149,Younger,Single,1
56,ladder,OBJECT,ladder,30,SingleNaming,1,776.1,Younger,Single,1
56,toy,ACTION,play,30,SingleNaming,1,966.1,Younger,Single,1
57,trophy,OBJECT,trophy,30,SingleNaming,1,716.2,Younger,Single,1
57,coat,ACTION,wear,30,SingleNaming,1,807.6,Younger,Single,1
58,ladder,OBJECT,ladder,30,SingleNaming,1,899.1,Younger,Single,1
58,toy,ACTION,play,30,SingleNaming,1,1049.8,Younger,Single,1
59,ladder,OBJECT,ladder,30,SingleNaming,1,788.3,Older,Single,1
59,toy,ACTION,play,30,SingleNaming,1,1068.3,Older,Single,1
60,ladder,OBJECT,ladder,30,SingleNaming,1,855,Older,Single,1
60,toy,ACTION,play,30,SingleNaming,1,1418,Older,Single,1
61,trophy,OBJECT,trophy,30,SingleNaming,1,849.9,Younger,Single,1
61,coat,ACTION,wear,30,SingleNaming,1,1178.7,Younger,Single,1
62,coat,ACTION,wear,30,SingleNaming,1,1011.8,Older,Single,1
62,trophy,OBJECT,trophy,30,SingleNaming,1,1160.5,Older,Single,1
63,ladder,OBJECT,ladder,30,SingleNaming,1,932.8,Younger,Single,1
63,toy,ACTION,play,30,SingleNaming,1,981.7,Younger,Single,1
64,toy,ACTION,play,30,SingleNaming,1,908.1,Younger,Single,1
64,ladder,OBJECT,ladder,30,SingleNaming,1,1091.6,Younger,Single,1
65,coat,ACTION,wear,30,SingleNaming,1,604.5,Younger,Single,1
65,trophy,OBJECT,trophy,30,SingleNaming,1,672.9,Younger,Single,1
66,coat,ACTION,wear,30,SingleNaming,1,926.6,Older,Single,1
66,trophy,OBJECT,trophy,30,SingleNaming,1,1937.5,Older,Single,1
67,coat,ACTION,wear,30,SingleNaming,1,1045.3,Younger,Single,1
68,trophy,OBJECT,trophy,30,SingleNaming,1,833.5,Younger,Single,1
68,coat,ACTION,wear,30,SingleNaming,1,862.8,Younger,Single,1
69,ladder,OBJECT,ladder,30,SingleNaming,1,696.3,Older,Single,1
69,toy,ACTION,play,30,SingleNaming,1,867.5,Older,Single,1
70,ladder,OBJECT,ladder,30,SingleNaming,1,1014.8,Older,Single,1
70,toy,ACTION,play,30,SingleNaming,1,1221.3,Older,Single,1
71,ladder,OBJECT,ladder,30,SingleNaming,1,861.2,Younger,Single,1
71,toy,ACTION,play,30,SingleNaming,1,1362.1,Younger,Single,1
72,ladder,OBJECT,ladder,30,SingleNaming,1,1126.9,Older,Single,1
72,toy,ACTION,play,30,SingleNaming,1,1261.9,Older,Single,1
73,toy,ACTION,play,30,SingleNaming,1,822.7,Younger,Single,1
73,ladder,OBJECT,ladder,30,SingleNaming,1,837.6,Younger,Single,1
74,trophy,OBJECT,trophy,30,SingleNaming,1,1131.5,Older,Single,1
74,coat,ACTION,wear,30,SingleNaming,1,1521,Older,Single,1
75,coat,ACTION,wear,30,SingleNaming,1,813.6,Younger,Single,1
75,trophy,OBJECT,trophy,30,SingleNaming,1,761.3,Younger,Single,1
76,coat,ACTION,wear,30,SingleNaming,1,1092.4,Older,Single,1
76,trophy,OBJECT,trophy,30,SingleNaming,1,1127.5,Older,Single,1
77,toy,ACTION,play,30,SingleNaming,1,856.3,Younger,Single,1
77,ladder,OBJECT,ladder,30,SingleNaming,1,1034.2,Younger,Single,1
78,coat,ACTION,wear,30,SingleNaming,1,935.8,Older,Single,1
78,trophy,OBJECT,trophy,30,SingleNaming,1,1036.5,Older,Single,1
79,coat,ACTION,wear,30,SingleNaming,1,805.1,Older,Single,1
79,trophy,OBJECT,trophy,30,SingleNaming,1,861.9,Older,Single,1
80,toy,ACTION,play,30,SingleNaming,1,1006.9,Older,Single,1
80,ladder,OBJECT,ladder,30,SingleNaming,1,1275.9,Older,Single,1
81,ladder,OBJECT,ladder,30,SingleNaming,1,1233.4,Older,Single,1
81,toy,ACTION,play,30,SingleNaming,1,1787.4,Older,Single,1
82,toy,ACTION,play,30,SingleNaming,1,1073.5,Younger,Single,1
82,ladder,OBJECT,ladder,30,SingleNaming,1,1127.9,Younger,Single,1
83,coat,ACTION,wear,30,SingleNaming,1,992,Older,Single,1
83,trophy,OBJECT,trophy,30,SingleNaming,1,1356,Older,Single,1
84,ladder,OBJECT,ladder,30,SingleNaming,1,1266.9,Older,Single,1
84,toy,ACTION,play,30,SingleNaming,1,1281.3,Older,Single,1
85,coat,ACTION,wear,30,SingleNaming,1,1128.4,Older,Single,1
85,trophy,OBJECT,trophy,30,SingleNaming,1,1168.5,Older,Single,1
86,toy,ACTION,play,30,SingleNaming,1,1130.2,Older,Single,1
86,ladder,OBJECT,ladder,30,SingleNaming,1,1149.7,Older,Single,1
87,coat,ACTION,wear,30,SingleNaming,1,979.4,Younger,Single,1
87,trophy,OBJECT,trophy,30,SingleNaming,1,1734.4,Younger,Single,1
88,coat,ACTION,wear,30,SingleNaming,1,774.4,Younger,Single,1
88,trophy,OBJECT,trophy,30,SingleNaming,1,934.2,Younger,Single,1
89,trophy,OBJECT,trophy,30,SingleNaming,1,1376.3,Younger,Single,1
89,coat,ACTION,wear,30,SingleNaming,1,2046.1,Younger,Single,1
90,coat,ACTION,wear,30,SingleNaming,1,948.2,Older,Single,1
90,trophy,OBJECT,trophy,30,SingleNaming,1,1709.3,Older,Single,1
92,coat,ACTION,wear,30,SingleNaming,1,658.8,Older,Single,1
92,trophy,OBJECT,trophy,30,SingleNaming,1,1682.8,Older,Single,1
93,ladder,OBJECT,ladder,30,SingleNaming,1,887.2,Older,Single,1
93,toy,ACTION,play,30,SingleNaming,1,978.4,Older,Single,1
94,ladder,OBJECT,ladder,30,SingleNaming,1,964.7,Older,Single,1
94,toy,ACTION,play,30,SingleNaming,1,1078.2,Older,Single,1
95,ladder,OBJECT,ladder,30,SingleNaming,1,1031.1,Older,Single,1
96,toy,ACTION,play,30,SingleNaming,1,1057.8,Older,Single,1
96,ladder,OBJECT,ladder,30,SingleNaming,1,1128.5,Older,Single,1
97,ladder,OBJECT,ladder,30,SingleNaming,1,805,Younger,Single,1
97,toy,ACTION,play,30,SingleNaming,1,1009.3,Younger,Single,1
98,coat,ACTION,wear,30,SingleNaming,1,1079.4,Older,Single,1
98,trophy,OBJECT,trophy,30,SingleNaming,1,1138.8,Older,Single,1
99,ladder,OBJECT,ladder,30,SingleNaming,1,910.2,Older,Single,1
99,toy,ACTION,play,30,SingleNaming,1,1091.1,Older,Single,1
100,ladder,OBJECT,ladder,30,SingleNaming,1,1026,Older,Single,1
100,toy,ACTION,play,30,SingleNaming,1,1066.2,Older,Single,1
1,strawberry,ACTION,eat,31,switch,1,1272.4,Younger,Dual,1
2,strawberry,ACTION,eat,31,switch,1,1518.6,Younger,Dual,1
4,broom,ACTION,sweep,31,switch,1,1806.7,Younger,Dual,1
6,strawberry,ACTION,eat,31,switch,1,1550.9,Younger,Dual,1
7,broom,ACTION,sweep,31,switch,1,1646.8,Younger,Dual,1
8,broom,ACTION,sweep,31,switch,1,1616.2,Younger,Dual,1
9,strawberry,ACTION,eat,31,switch,1,1624.7,Younger,Dual,1
10,broom,ACTION,sweep,31,switch,1,1031.2,Younger,Dual,1
11,strawberry,ACTION,eat,31,switch,1,2235.9,Younger,Dual,1
12,broom,ACTION,sweep,31,switch,1,886.7,Younger,Dual,1
14,strawberry,ACTION,eat,31,switch,1,2027.9,Younger,Dual,1
15,strawberry,ACTION,eat,31,switch,1,1638.4,Younger,Dual,1
16,broom,ACTION,sweep,31,switch,1,2325.6,Younger,Dual,1
17,broom,ACTION,sweep,31,switch,1,1010.5,Younger,Dual,1
18,strawberry,ACTION,eat,31,switch,1,1803.9,Younger,Dual,1
19,broom,ACTION,sweep,31,switch,1,2114.3,Younger,Dual,1
20,strawberry,ACTION,eat,31,switch,1,1895.3,Younger,Dual,1
21,strawberry,ACTION,eat,31,switch,1,1603,Younger,Dual,1
24,strawberry,ACTION,eat,31,switch,1,1620.8,Younger,Dual,1
25,strawberry,ACTION,eat,31,switch,1,1426.6,Older,Dual,1
26,broom,ACTION,sweep,31,switch,1,1261.2,Younger,Dual,1
27,broom,ACTION,sweep,31,switch,1,1276.6,Older,Dual,1
28,strawberry,ACTION,eat,31,switch,1,1860.5,Older,Dual,1
29,broom,ACTION,sweep,31,switch,1,1253.2,Older,Dual,1
30,broom,ACTION,sweep,31,switch,1,1623.5,Older,Dual,1
31,strawberry,ACTION,eat,31,switch,1,1755.3,Older,Dual,1
32,broom,ACTION,sweep,31,switch,1,908.2,Younger,Dual,1
33,broom,ACTION,sweep,31,switch,1,1289.2,Older,Dual,1
34,broom,ACTION,sweep,31,switch,1,2252.6,Older,Dual,1
35,broom,ACTION,sweep,31,switch,1,1262.1,Older,Dual,1
36,broom,ACTION,sweep,31,switch,1,1221.1,Older,Dual,1
37,strawberry,ACTION,eat,31,switch,1,1291,Older,Dual,1
38,strawberry,ACTION,eat,31,switch,1,1571.9,Older,Dual,1
39,strawberry,ACTION,eat,31,switch,1,1283.1,Younger,Dual,1
40,broom,ACTION,sweep,31,switch,1,1709.1,Older,Dual,1
41,strawberry,ACTION,eat,31,switch,1,979.2,Older,Dual,1
42,broom,ACTION,sweep,31,switch,1,1010.2,Older,Dual,1
43,broom,ACTION,sweep,31,switch,1,1430.3,Younger,Dual,1
44,broom,ACTION,sweep,31,switch,1,939,Older,Dual,1
45,broom,ACTION,sweep,31,switch,1,1205,Younger,Dual,1
46,strawberry,ACTION,eat,31,switch,1,2167,Older,Dual,1
48,strawberry,ACTION,eat,31,switch,1,2328.5,Older,Dual,1
49,broom,ACTION,sweep,31,switch,1,1490,Older,Dual,1
50,strawberry,ACTION,eat,31,switch,1,1878.1,Older,Dual,1
51,strawberry,ACTION,eat,31,switch,1,1339.2,Older,Dual,1
52,strawberry,ACTION,eat,31,switch,1,1812.1,Older,Dual,1
54,broom,ACTION,sweep,31,switch,1,1919.8,Older,Dual,1
56,strawberry,ACTION,eat,31,switch,1,1125.1,Younger,Dual,1
57,broom,ACTION,sweep,31,switch,1,723,Younger,Dual,1
58,strawberry,ACTION,eat,31,switch,1,2213.4,Younger,Dual,1
59,strawberry,ACTION,eat,31,switch,1,2495.1,Older,Dual,1
60,strawberry,ACTION,eat,31,switch,1,1528.7,Older,Dual,1
61,broom,ACTION,sweep,31,switch,1,1276.6,Younger,Dual,1
62,broom,ACTION,sweep,31,switch,1,1338.2,Older,Dual,1
64,strawberry,ACTION,eat,31,switch,1,1244.6,Younger,Dual,1
65,broom,ACTION,sweep,31,switch,1,1964.2,Younger,Dual,1
66,broom,ACTION,sweep,31,switch,1,1031,Older,Dual,1
69,strawberry,ACTION,eat,31,switch,1,1867.1,Older,Dual,1
70,strawberry,ACTION,eat,31,switch,1,1627.3,Older,Dual,1
71,strawberry,ACTION,eat,31,switch,1,1182.7,Younger,Dual,1
72,strawberry,ACTION,eat,31,switch,1,1875,Older,Dual,1
73,strawberry,ACTION,eat,31,switch,1,1377.3,Younger,Dual,1
74,broom,ACTION,sweep,31,switch,1,1515.9,Older,Dual,1
75,broom,ACTION,sweep,31,switch,1,1219.6,Younger,Dual,1
76,broom,ACTION,sweep,31,switch,1,2368.2,Older,Dual,1
77,strawberry,ACTION,eat,31,switch,1,1194.7,Younger,Dual,1
78,broom,ACTION,sweep,31,switch,1,1388.1,Older,Dual,1
79,broom,ACTION,sweep,31,switch,1,1091.5,Older,Dual,1
81,strawberry,ACTION,eat,31,switch,1,1598.8,Older,Dual,1
82,strawberry,ACTION,eat,31,switch,1,1818.3,Younger,Dual,1
83,broom,ACTION,sweep,31,switch,1,1924.5,Older,Dual,1
84,strawberry,ACTION,eat,31,switch,1,2165.1,Older,Dual,1
85,broom,ACTION,sweep,31,switch,1,1117,Older,Dual,1
86,strawberry,ACTION,eat,31,switch,1,1680.5,Older,Dual,1
87,broom,ACTION,sweep,31,switch,1,1485.3,Younger,Dual,1
88,broom,ACTION,sweep,31,switch,1,818.9,Younger,Dual,1
89,broom,ACTION,sweep,31,switch,1,1210.7,Younger,Dual,1
92,broom,ACTION,sweep,31,switch,1,882.9,Older,Dual,1
93,strawberry,ACTION,eat,31,switch,1,2252.6,Older,Dual,1
94,strawberry,ACTION,eat,31,switch,1,1624.7,Older,Dual,1
95,strawberry,ACTION,eat,31,switch,1,2411.2,Older,Dual,1
96,strawberry,ACTION,eat,31,switch,1,1880.7,Older,Dual,1
97,strawberry,ACTION,eat,31,switch,1,1248.8,Younger,Dual,1
98,broom,ACTION,sweep,31,switch,1,1991,Older,Dual,1
99,strawberry,ACTION,eat,31,switch,1,1872.7,Older,Dual,1
100,strawberry,ACTION,eat,31,switch,1,1628.8,Older,Dual,1
1,eye,OBJECT,eye,31,SingleNaming,1,1029.2,Younger,Single,1
1,horse,ACTION,ride,31,SingleNaming,1,1257.4,Younger,Single,1
2,eye,OBJECT,eye,31,SingleNaming,1,554.1,Younger,Single,1
2,horse,ACTION,ride,31,SingleNaming,1,1289.7,Younger,Single,1
3,pen,OBJECT,pen,31,SingleNaming,1,649.2,Younger,Single,1
3,pen,ACTION,write,31,SingleNaming,1,1196.8,Younger,Single,1
4,pen,OBJECT,pen,31,SingleNaming,1,1024.4,Younger,Single,1
4,pen,ACTION,write,31,SingleNaming,1,1560.3,Younger,Single,1
5,pen,ACTION,write,31,SingleNaming,1,1610.2,Younger,Single,1
5,pen,OBJECT,pen,31,SingleNaming,1,2110.7,Younger,Single,1
6,eye,OBJECT,eye,31,SingleNaming,1,969.8,Younger,Single,1
6,horse,ACTION,ride,31,SingleNaming,1,1276.7,Younger,Single,1
7,pen,ACTION,write,31,SingleNaming,1,1196,Younger,Single,1
7,pen,OBJECT,pen,31,SingleNaming,1,1504.7,Younger,Single,1
8,pen,OBJECT,pen,31,SingleNaming,1,962.8,Younger,Single,1
8,pen,ACTION,write,31,SingleNaming,1,986.5,Younger,Single,1
9,eye,OBJECT,eye,31,SingleNaming,1,1251.2,Younger,Single,1
10,pen,OBJECT,pen,31,SingleNaming,1,903,Younger,Single,1
10,pen,ACTION,write,31,SingleNaming,1,1166.2,Younger,Single,1
11,eye,OBJECT,eye,31,SingleNaming,1,990.1,Younger,Single,1
11,horse,ACTION,ride,31,SingleNaming,1,997.1,Younger,Single,1
12,pen,OBJECT,pen,31,SingleNaming,1,945.6,Younger,Single,1
12,pen,ACTION,write,31,SingleNaming,1,1574,Younger,Single,1
13,pen,OBJECT,pen,31,SingleNaming,1,691.3,Younger,Single,1
13,pen,ACTION,write,31,SingleNaming,1,1270.5,Younger,Single,1
14,eye,OBJECT,eye,31,SingleNaming,1,1230.8,Younger,Single,1
14,horse,ACTION,ride,31,SingleNaming,1,1429.1,Younger,Single,1
15,eye,OBJECT,eye,31,SingleNaming,1,1325.5,Younger,Single,1
16,pen,ACTION,write,31,SingleNaming,1,2009.2,Younger,Single,1
17,pen,OBJECT,pen,31,SingleNaming,1,1061.3,Younger,Single,1
17,pen,ACTION,write,31,SingleNaming,1,1536.5,Younger,Single,1
18,horse,ACTION,ride,31,SingleNaming,1,881.3,Younger,Single,1
18,eye,OBJECT,eye,31,SingleNaming,1,1281.3,Younger,Single,1
19,pen,OBJECT,pen,31,SingleNaming,1,755.9,Younger,Single,1
19,pen,ACTION,write,31,SingleNaming,1,1008.2,Younger,Single,1
20,eye,OBJECT,eye,31,SingleNaming,1,1391.1,Younger,Single,1
20,horse,ACTION,ride,31,SingleNaming,1,1404,Younger,Single,1
21,horse,ACTION,ride,31,SingleNaming,1,884.9,Younger,Single,1
21,eye,OBJECT,eye,31,SingleNaming,1,1327.7,Younger,Single,1
22,pen,OBJECT,pen,31,SingleNaming,1,708.7,Younger,Single,1
22,pen,ACTION,write,31,SingleNaming,1,759.4,Younger,Single,1
23,eye,OBJECT,eye,31,SingleNaming,1,1476.2,Younger,Single,1
23,horse,ACTION,ride,31,SingleNaming,1,1506.9,Younger,Single,1
24,eye,OBJECT,eye,31,SingleNaming,1,656,Younger,Single,1
24,horse,ACTION,ride,31,SingleNaming,1,946.6,Younger,Single,1
25,eye,OBJECT,eye,31,SingleNaming,1,855,Older,Single,1
25,horse,ACTION,ride,31,SingleNaming,1,1147.8,Older,Single,1
26,pen,ACTION,write,31,SingleNaming,1,884.9,Younger,Single,1
26,pen,OBJECT,pen,31,SingleNaming,1,982.8,Younger,Single,1
27,pen,ACTION,write,31,SingleNaming,1,870.4,Older,Single,1
27,pen,OBJECT,pen,31,SingleNaming,1,1635.6,Older,Single,1
28,eye,OBJECT,eye,31,SingleNaming,1,1120,Older,Single,1
28,horse,ACTION,ride,31,SingleNaming,1,2198.2,Older,Single,1
29,pen,OBJECT,pen,31,SingleNaming,1,795.1,Older,Single,1
29,pen,ACTION,write,31,SingleNaming,1,1129.3,Older,Single,1
30,pen,ACTION,write,31,SingleNaming,1,1237.1,Older,Single,1
30,pen,OBJECT,pen,31,SingleNaming,1,1497.4,Older,Single,1
31,eye,OBJECT,eye,31,SingleNaming,1,1196.5,Older,Single,1
31,horse,ACTION,ride,31,SingleNaming,1,1336.9,Older,Single,1
32,pen,OBJECT,pen,31,SingleNaming,1,679.4,Younger,Single,1
32,pen,ACTION,write,31,SingleNaming,1,834.3,Younger,Single,1
33,pen,ACTION,write,31,SingleNaming,1,931.2,Older,Single,1
33,pen,OBJECT,pen,31,SingleNaming,1,1134.7,Older,Single,1
34,pen,ACTION,write,31,SingleNaming,1,1356.6,Older,Single,1
34,pen,OBJECT,pen,31,SingleNaming,1,1672.4,Older,Single,1
35,pen,OBJECT,pen,31,SingleNaming,1,761.6,Older,Single,1
35,pen,ACTION,write,31,SingleNaming,1,982.8,Older,Single,1
36,pen,ACTION,write,31,SingleNaming,1,917.7,Older,Single,1
36,pen,OBJECT,pen,31,SingleNaming,1,1075.8,Older,Single,1
37,horse,ACTION,ride,31,SingleNaming,1,759.4,Older,Single,1
37,eye,OBJECT,eye,31,SingleNaming,1,762.1,Older,Single,1
38,eye,OBJECT,eye,31,SingleNaming,1,564.9,Older,Single,1
38,horse,ACTION,ride,31,SingleNaming,1,927.2,Older,Single,1
39,eye,OBJECT,eye,31,SingleNaming,1,801.5,Younger,Single,1
39,horse,ACTION,ride,31,SingleNaming,1,815.5,Younger,Single,1
40,pen,ACTION,write,31,SingleNaming,1,1047.7,Older,Single,1
40,pen,OBJECT,pen,31,SingleNaming,1,1209.2,Older,Single,1
41,eye,OBJECT,eye,31,SingleNaming,1,577.6,Older,Single,1
41,horse,ACTION,ride,31,SingleNaming,1,767.7,Older,Single,1
42,pen,ACTION,write,31,SingleNaming,1,1006.9,Older,Single,1
42,pen,OBJECT,pen,31,SingleNaming,1,1648.2,Older,Single,1
43,pen,ACTION,write,31,SingleNaming,1,1058.2,Younger,Single,1
43,pen,OBJECT,pen,31,SingleNaming,1,1496.6,Younger,Single,1
44,pen,OBJECT,pen,31,SingleNaming,1,912.6,Older,Single,1
45,pen,OBJECT,pen,31,SingleNaming,1,884.9,Younger,Single,1
45,pen,ACTION,write,31,SingleNaming,1,1044.5,Younger,Single,1
46,eye,OBJECT,eye,31,SingleNaming,1,1089.3,Older,Single,1
46,horse,ACTION,ride,31,SingleNaming,1,1102.9,Older,Single,1
47,pen,ACTION,write,31,SingleNaming,1,1029.2,Younger,Single,1
47,pen,OBJECT,pen,31,SingleNaming,1,1257.4,Younger,Single,1
48,horse,ACTION,ride,31,SingleNaming,1,1041.9,Older,Single,1
48,eye,OBJECT,eye,31,SingleNaming,1,1146.2,Older,Single,1
49,pen,ACTION,write,31,SingleNaming,1,896,Older,Single,1
49,pen,OBJECT,pen,31,SingleNaming,1,1294.4,Older,Single,1
50,eye,OBJECT,eye,31,SingleNaming,1,889.5,Older,Single,1
50,horse,ACTION,ride,31,SingleNaming,1,1130.1,Older,Single,1
51,horse,ACTION,ride,31,SingleNaming,1,1084.5,Older,Single,1
51,eye,OBJECT,eye,31,SingleNaming,1,1615.8,Older,Single,1
52,eye,OBJECT,eye,31,SingleNaming,1,1004.6,Older,Single,1
52,horse,ACTION,ride,31,SingleNaming,1,1709,Older,Single,1
53,eye,OBJECT,eye,31,SingleNaming,1,1534.8,Younger,Single,1
53,horse,ACTION,ride,31,SingleNaming,1,2239.1,Younger,Single,1
54,pen,OBJECT,pen,31,SingleNaming,1,1378.1,Older,Single,1
54,pen,ACTION,write,31,SingleNaming,1,1571,Older,Single,1
55,eye,OBJECT,eye,31,SingleNaming,1,734.3,Younger,Single,1
56,eye,OBJECT,eye,31,SingleNaming,1,618.4,Younger,Single,1
56,horse,ACTION,ride,31,SingleNaming,1,908.8,Younger,Single,1
57,pen,OBJECT,pen,31,SingleNaming,1,743.5,Younger,Single,1
57,pen,ACTION,write,31,SingleNaming,1,1107.8,Younger,Single,1
58,eye,OBJECT,eye,31,SingleNaming,1,898.3,Younger,Single,1
58,horse,ACTION,ride,31,SingleNaming,1,1074.1,Younger,Single,1
59,eye,OBJECT,eye,31,SingleNaming,1,902.3,Older,Single,1
59,horse,ACTION,ride,31,SingleNaming,1,1017.3,Older,Single,1
60,eye,OBJECT,eye,31,SingleNaming,1,935.7,Older,Single,1
60,horse,ACTION,ride,31,SingleNaming,1,987.7,Older,Single,1
61,pen,ACTION,write,31,SingleNaming,1,597.5,Younger,Single,1
61,pen,OBJECT,pen,31,SingleNaming,1,1343.7,Younger,Single,1
62,pen,ACTION,write,31,SingleNaming,1,853.3,Older,Single,1
62,pen,OBJECT,pen,31,SingleNaming,1,1373.5,Older,Single,1
63,eye,OBJECT,eye,31,SingleNaming,1,1133.4,Younger,Single,1
64,eye,OBJECT,eye,31,SingleNaming,1,848.4,Younger,Single,1
64,horse,ACTION,ride,31,SingleNaming,1,871.6,Younger,Single,1
65,pen,OBJECT,pen,31,SingleNaming,1,752.2,Younger,Single,1
65,pen,ACTION,write,31,SingleNaming,1,769.6,Younger,Single,1
66,pen,ACTION,write,31,SingleNaming,1,897.7,Older,Single,1
66,pen,OBJECT,pen,31,SingleNaming,1,1062.3,Older,Single,1
67,pen,OBJECT,pen,31,SingleNaming,1,887.2,Younger,Single,1
67,pen,ACTION,write,31,SingleNaming,1,977.8,Younger,Single,1
68,pen,ACTION,write,31,SingleNaming,1,836.8,Younger,Single,1
68,pen,OBJECT,pen,31,SingleNaming,1,1240.4,Younger,Single,1
69,horse,ACTION,ride,31,SingleNaming,1,841.3,Older,Single,1
69,eye,OBJECT,eye,31,SingleNaming,1,901.1,Older,Single,1
70,eye,OBJECT,eye,31,SingleNaming,1,1087.9,Older,Single,1
70,horse,ACTION,ride,31,SingleNaming,1,1118.5,Older,Single,1
71,horse,ACTION,ride,31,SingleNaming,1,1091.7,Younger,Single,1
71,eye,OBJECT,eye,31,SingleNaming,1,1144.2,Younger,Single,1
72,eye,OBJECT,eye,31,SingleNaming,1,990.6,Older,Single,1
72,horse,ACTION,ride,31,SingleNaming,1,1025.9,Older,Single,1
73,eye,OBJECT,eye,31,SingleNaming,1,918.9,Younger,Single,1
73,horse,ACTION,ride,31,SingleNaming,1,927.1,Younger,Single,1
74,pen,OBJECT,pen,31,SingleNaming,1,896.1,Older,Single,1
74,pen,ACTION,write,31,SingleNaming,1,1011.5,Older,Single,1
75,pen,OBJECT,pen,31,SingleNaming,1,794.6,Younger,Single,1
75,pen,ACTION,write,31,SingleNaming,1,892.2,Younger,Single,1
76,pen,OBJECT,pen,31,SingleNaming,1,1208.6,Older,Single,1
76,pen,ACTION,write,31,SingleNaming,1,1817.7,Older,Single,1
77,eye,OBJECT,eye,31,SingleNaming,1,1046.9,Younger,Single,1
77,horse,ACTION,ride,31,SingleNaming,1,1225.1,Younger,Single,1
78,pen,ACTION,write,31,SingleNaming,1,898.6,Older,Single,1
78,pen,OBJECT,pen,31,SingleNaming,1,932.2,Older,Single,1
79,pen,ACTION,write,31,SingleNaming,1,890.1,Older,Single,1
79,pen,OBJECT,pen,31,SingleNaming,1,1000.1,Older,Single,1
80,horse,ACTION,ride,31,SingleNaming,1,1052.9,Older,Single,1
80,eye,OBJECT,eye,31,SingleNaming,1,1240.2,Older,Single,1
81,horse,ACTION,ride,31,SingleNaming,1,1228.3,Older,Single,1
81,eye,OBJECT,eye,31,SingleNaming,1,1242.2,Older,Single,1
82,eye,OBJECT,eye,31,SingleNaming,1,1106.7,Younger,Single,1
82,horse,ACTION,ride,31,SingleNaming,1,1248.2,Younger,Single,1
83,pen,OBJECT,pen,31,SingleNaming,1,1148,Older,Single,1
84,horse,ACTION,ride,31,SingleNaming,1,1160.5,Older,Single,1
84,eye,OBJECT,eye,31,SingleNaming,1,1321.1,Older,Single,1
85,pen,ACTION,write,31,SingleNaming,1,1150.5,Older,Single,1
85,pen,OBJECT,pen,31,SingleNaming,1,1224.4,Older,Single,1
86,eye,OBJECT,eye,31,SingleNaming,1,896.3,Older,Single,1
87,pen,ACTION,write,31,SingleNaming,1,1036,Younger,Single,1
87,pen,OBJECT,pen,31,SingleNaming,1,1180.4,Younger,Single,1
88,pen,OBJECT,pen,31,SingleNaming,1,815.5,Younger,Single,1
88,pen,ACTION,write,31,SingleNaming,1,864.5,Younger,Single,1
89,pen,OBJECT,pen,31,SingleNaming,1,901.6,Younger,Single,1
89,pen,ACTION,write,31,SingleNaming,1,997.3,Younger,Single,1
90,pen,ACTION,write,31,SingleNaming,1,1041.2,Older,Single,1
90,pen,OBJECT,pen,31,SingleNaming,1,1320.1,Older,Single,1
91,eye,OBJECT,eye,31,SingleNaming,1,1326.2,Older,Single,1
92,pen,OBJECT,pen,31,SingleNaming,1,646.1,Older,Single,1
92,pen,ACTION,write,31,SingleNaming,1,678.6,Older,Single,1
93,eye,OBJECT,eye,31,SingleNaming,1,803.9,Older,Single,1
93,horse,ACTION,ride,31,SingleNaming,1,963.6,Older,Single,1
94,eye,OBJECT,eye,31,SingleNaming,1,611.8,Older,Single,1
94,horse,ACTION,ride,31,SingleNaming,1,1065.1,Older,Single,1
95,eye,OBJECT,eye,31,SingleNaming,1,813.5,Older,Single,1
95,horse,ACTION,ride,31,SingleNaming,1,1307.5,Older,Single,1
96,eye,OBJECT,eye,31,SingleNaming,1,839.4,Older,Single,1
96,horse,ACTION,ride,31,SingleNaming,1,954.1,Older,Single,1
97,horse,ACTION,ride,31,SingleNaming,1,1165,Younger,Single,1
97,eye,OBJECT,eye,31,SingleNaming,1,1243.7,Younger,Single,1
98,pen,OBJECT,pen,31,SingleNaming,1,1039.2,Older,Single,1
98,pen,ACTION,write,31,SingleNaming,1,1263,Older,Single,1
99,eye,OBJECT,eye,31,SingleNaming,1,903.7,Older,Single,1
99,horse,ACTION,ride,31,SingleNaming,1,1239.3,Older,Single,1
100,eye,OBJECT,eye,31,SingleNaming,1,779.7,Older,Single,1
100,horse,ACTION,ride,31,SingleNaming,1,1008.7,Older,Single,1
1,cup,ACTION,drink,32,nonswitch,1,1605.9,Younger,Dual,1
2,cup,ACTION,drink,32,nonswitch,1,1424.8,Younger,Dual,1
4,eye,ACTION,see,32,nonswitch,1,1659.2,Younger,Dual,1
6,cup,ACTION,drink,32,nonswitch,1,1335.8,Younger,Dual,1
7,eye,ACTION,see,32,nonswitch,1,1220.8,Younger,Dual,1
8,eye,ACTION,see,32,nonswitch,1,1261,Younger,Dual,1
9,cup,ACTION,drink,32,nonswitch,1,1644,Younger,Dual,1
10,eye,ACTION,see,32,nonswitch,1,1902.9,Younger,Dual,1
11,cup,ACTION,drink,32,nonswitch,1,1690,Younger,Dual,1
12,eye,ACTION,see,32,nonswitch,1,1343.9,Younger,Dual,1
14,cup,ACTION,drink,32,nonswitch,1,1401.5,Younger,Dual,1
