participant,Item,Rule,Response,Trial,TrialType,accuracy,rt,Agegroup,Context,accuracy01
96,plane,OBJECT,plane,26,SingleNaming,1,1124.3,Older,Single,1
97,ladder,ACTION,climb,26,SingleNaming,1,1159.1,Younger,Single,1
97,plane,OBJECT,plane,26,SingleNaming,1,1695.2,Younger,Single,1
98,candle,OBJECT,candle,26,SingleNaming,1,986.5,Older,Single,1
98,present,ACTION,give,26,SingleNaming,1,1075.2,Older,Single,1
99,plane,OBJECT,plane,26,SingleNaming,1,1097.7,Older,Single,1
99,ladder,ACTION,climb,26,SingleNaming,1,1304.4,Older,Single,1
100,plane,OBJECT,plane,26,SingleNaming,1,834.1,Older,Single,1
100,ladder,ACTION,climb,26,SingleNaming,1,1001.1,Older,Single,1
1,pen,ACTION,write,27,switch,1,1076.6,Younger,Dual,1
2,pen,ACTION,write,27,switch,1,1514.8,Younger,Dual,1
3,knife,ACTION,cut,27,switch,1,1381.3,Younger,Dual,1
4,knife,ACTION,cut,27,switch,1,2302.7,Younger,Dual,1
5,knife,ACTION,cut,27,switch,1,2096.2,Younger,Dual,1
7,knife,ACTION,cut,27,switch,1,2759.2,Younger,Dual,1
8,knife,ACTION,cut,27,switch,1,1509.7,Younger,Dual,1
9,pen,ACTION,write,27,switch,1,1556.1,Younger,Dual,1
10,knife,ACTION,cut,27,switch,1,1338.2,Younger,Dual,1
11,pen,ACTION,write,27,switch,1,2185.1,Younger,Dual,1
12,knife,ACTION,cut,27,switch,1,1044.4,Younger,Dual,1
15,pen,ACTION,write,27,switch,1,1509,Younger,Dual,1
16,knife,ACTION,cut,27,switch,1,1587.5,Younger,Dual,1
17,knife,ACTION,cut,27,switch,1,1106.5,Younger,Dual,1
18,pen,ACTION,write,27,switch,1,1163.7,Younger,Dual,1
20,pen,ACTION,write,27,switch,1,1286.5,Younger,Dual,1
21,pen,ACTION,write,27,switch,1,1204.5,Younger,Dual,1
22,knife,ACTION,cut,27,switch,1,1497,Younger,Dual,1
23,pen,ACTION,write,27,switch,1,1925,Younger,Dual,1
24,pen,ACTION,write,27,switch,1,968.3,Younger,Dual,1
25,pen,ACTION,write,27,switch,1,1305.5,Older,Dual,1
26,knife,ACTION,cut,27,switch,1,1101.3,Younger,Dual,1
27,knife,ACTION,cut,27,switch,1,993.7,Older,Dual,1
28,pen,ACTION,write,27,switch,1,1643.2,Older,Dual,1
29,knife,ACTION,cut,27,switch,1,1091.4,Older,Dual,1
30,knife,ACTION,cut,27,switch,1,1526,Older,Dual,1
31,pen,ACTION,write,27,switch,1,1742.5,Older,Dual,1
32,knife,ACTION,cut,27,switch,1,974.5,Younger,Dual,1
33,knife,ACTION,cut,27,switch,1,1622.9,Older,Dual,1
34,knife,ACTION,cut,27,switch,1,2085.3,Older,Dual,1
35,knife,ACTION,cut,27,switch,1,2143.4,Older,Dual,1
36,knife,ACTION,cut,27,switch,1,1099.7,Older,Dual,1
37,pen,ACTION,write,27,switch,1,1050.2,Older,Dual,1
38,pen,ACTION,write,27,switch,1,1783.3,Older,Dual,1
39,pen,ACTION,write,27,switch,1,1280.3,Younger,Dual,1
40,knife,ACTION,cut,27,switch,1,1280.2,Older,Dual,1
41,pen,ACTION,write,27,switch,1,1006.8,Older,Dual,1
43,knife,ACTION,cut,27,switch,1,1022.1,Younger,Dual,1
44,knife,ACTION,cut,27,switch,1,1105,Older,Dual,1
45,knife,ACTION,cut,27,switch,1,1178.7,Younger,Dual,1
46,pen,ACTION,write,27,switch,1,1592.4,Older,Dual,1
48,pen,ACTION,write,27,switch,1,1297.4,Older,Dual,1
50,pen,ACTION,write,27,switch,1,1644.9,Older,Dual,1
51,pen,ACTION,write,27,switch,1,1403.6,Older,Dual,1
52,pen,ACTION,write,27,switch,1,1364.6,Older,Dual,1
53,pen,ACTION,write,27,switch,1,1226.6,Younger,Dual,1
54,knife,ACTION,cut,27,switch,1,2037.3,Older,Dual,1
55,pen,ACTION,write,27,switch,1,1128,Younger,Dual,1
56,pen,ACTION,write,27,switch,1,917.5,Younger,Dual,1
57,knife,ACTION,cut,27,switch,1,906.7,Younger,Dual,1
58,pen,ACTION,write,27,switch,1,1136.4,Younger,Dual,1
59,pen,ACTION,write,27,switch,1,1018.9,Older,Dual,1
60,pen,ACTION,write,27,switch,1,1014.8,Older,Dual,1
61,knife,ACTION,cut,27,switch,1,1519.6,Younger,Dual,1
62,knife,ACTION,cut,27,switch,1,1316.5,Older,Dual,1
63,pen,ACTION,write,27,switch,1,2395,Younger,Dual,1
64,pen,ACTION,write,27,switch,1,1109.8,Younger,Dual,1
65,knife,ACTION,cut,27,switch,1,1341.8,Younger,Dual,1
66,knife,ACTION,cut,27,switch,1,1298.3,Older,Dual,1
68,knife,ACTION,cut,27,switch,1,1235.2,Younger,Dual,1
69,pen,ACTION,write,27,switch,1,1333.2,Older,Dual,1
70,pen,ACTION,write,27,switch,1,1528.4,Older,Dual,1
71,pen,ACTION,write,27,switch,1,1442.2,Younger,Dual,1
72,pen,ACTION,write,27,switch,1,1599.4,Older,Dual,1
73,pen,ACTION,write,27,switch,1,876.9,Younger,Dual,1
75,knife,ACTION,cut,27,switch,1,1348.9,Younger,Dual,1
76,knife,ACTION,cut,27,switch,1,2150.6,Older,Dual,1
77,pen,ACTION,write,27,switch,1,1082,Younger,Dual,1
78,knife,ACTION,cut,27,switch,1,1696.4,Older,Dual,1
79,knife,ACTION,cut,27,switch,1,931.3,Older,Dual,1
80,pen,ACTION,write,27,switch,1,1342.7,Older,Dual,1
81,pen,ACTION,write,27,switch,1,1648.3,Older,Dual,1
82,pen,ACTION,write,27,switch,1,1488.5,Younger,Dual,1
83,knife,ACTION,cut,27,switch,1,1941.5,Older,Dual,1
84,pen,ACTION,write,27,switch,1,1428.2,Older,Dual,1
85,knife,ACTION,cut,27,switch,1,1063.5,Older,Dual,1
86,pen,ACTION,write,27,switch,1,1579.4,Older,Dual,1
87,knife,ACTION,cut,27,switch,1,1212.6,Younger,Dual,1
88,knife,ACTION,cut,27,switch,1,1146.8,Younger,Dual,1
89,knife,ACTION,cut,27,switch,1,1676.4,Younger,Dual,1
90,knife,ACTION,cut,27,switch,1,1316.2,Older,Dual,1
91,pen,ACTION,write,27,switch,1,2636.3,Older,Dual,1
92,knife,ACTION,cut,27,switch,1,842.9,Older,Dual,1
93,pen,ACTION,write,27,switch,1,1447,Older,Dual,1
94,pen,ACTION,write,27,switch,1,1628.6,Older,Dual,1
95,pen,ACTION,write,27,switch,1,2207.2,Older,Dual,1
96,pen,ACTION,write,27,switch,1,1649.8,Older,Dual,1
98,knife,ACTION,cut,27,switch,1,1316.8,Older,Dual,1
99,pen,ACTION,write,27,switch,1,1323.9,Older,Dual,1
100,pen,ACTION,write,27,switch,1,1490.5,Older,Dual,1
1,knife,OBJECT,knife,27,SingleNaming,1,1016.8,Younger,Single,1
1,suitcase,ACTION,pack,27,SingleNaming,1,1118.4,Younger,Single,1
2,knife,OBJECT,knife,27,SingleNaming,1,648.9,Younger,Single,1
2,suitcase,ACTION,pack,27,SingleNaming,1,2316.5,Younger,Single,1
3,brain,OBJECT,brain,27,SingleNaming,1,801.5,Younger,Single,1
3,newspaper,ACTION,read,27,SingleNaming,1,1160.5,Younger,Single,1
4,brain,OBJECT,brain,27,SingleNaming,1,974.3,Younger,Single,1
4,newspaper,ACTION,read,27,SingleNaming,1,1277.8,Younger,Single,1
5,newspaper,ACTION,read,27,SingleNaming,1,1345.5,Younger,Single,1
5,brain,OBJECT,brain,27,SingleNaming,1,1827.8,Younger,Single,1
6,knife,OBJECT,knife,27,SingleNaming,1,877.9,Younger,Single,1
6,suitcase,ACTION,pack,27,SingleNaming,1,1540,Younger,Single,1
7,brain,OBJECT,brain,27,SingleNaming,1,802.7,Younger,Single,1
7,newspaper,ACTION,read,27,SingleNaming,1,1073.6,Younger,Single,1
8,newspaper,ACTION,read,27,SingleNaming,1,899.4,Younger,Single,1
8,brain,OBJECT,brain,27,SingleNaming,1,1011.8,Younger,Single,1
9,knife,OBJECT,knife,27,SingleNaming,1,1062.6,Younger,Single,1
10,newspaper,ACTION,read,27,SingleNaming,1,953.8,Younger,Single,1
10,brain,OBJECT,brain,27,SingleNaming,1,1185.9,Younger,Single,1
11,suitcase,ACTION,pack,27,SingleNaming,1,1484.9,Younger,Single,1
11,knife,OBJECT,knife,27,SingleNaming,1,1780.7,Younger,Single,1
12,brain,OBJECT,brain,27,SingleNaming,1,767.2,Younger,Single,1
12,newspaper,ACTION,read,27,SingleNaming,1,767.9,Younger,Single,1
13,brain,OBJECT,brain,27,SingleNaming,1,1364.1,Younger,Single,1
13,newspaper,ACTION,read,27,SingleNaming,1,1788.7,Younger,Single,1
14,knife,OBJECT,knife,27,SingleNaming,1,1226.1,Younger,Single,1
14,suitcase,ACTION,pack,27,SingleNaming,1,1861.3,Younger,Single,1
15,knife,OBJECT,knife,27,SingleNaming,1,1251.2,Younger,Single,1
15,suitcase,ACTION,pack,27,SingleNaming,1,2371.2,Younger,Single,1
16,newspaper,ACTION,read,27,SingleNaming,1,1368.8,Younger,Single,1
16,brain,OBJECT,brain,27,SingleNaming,1,2087.4,Younger,Single,1
17,newspaper,ACTION,read,27,SingleNaming,1,795.2,Younger,Single,1
17,brain,OBJECT,brain,27,SingleNaming,1,1288,Younger,Single,1
18,suitcase,ACTION,pack,27,SingleNaming,1,858.2,Younger,Single,1
18,knife,OBJECT,knife,27,SingleNaming,1,1004.1,Younger,Single,1
19,brain,OBJECT,brain,27,SingleNaming,1,707.2,Younger,Single,1
19,newspaper,ACTION,read,27,SingleNaming,1,875.7,Younger,Single,1
20,suitcase,ACTION,pack,27,SingleNaming,1,1269.3,Younger,Single,1
20,knife,OBJECT,knife,27,SingleNaming,1,1863.6,Younger,Single,1
21,suitcase,ACTION,pack,27,SingleNaming,1,1179.7,Younger,Single,1
21,knife,OBJECT,knife,27,SingleNaming,1,1226.4,Younger,Single,1
22,newspaper,ACTION,read,27,SingleNaming,1,840.9,Younger,Single,1
22,brain,OBJECT,brain,27,SingleNaming,1,911.2,Younger,Single,1
23,suitcase,ACTION,pack,27,SingleNaming,1,1197,Younger,Single,1
23,knife,OBJECT,knife,27,SingleNaming,1,1392.4,Younger,Single,1
24,knife,OBJECT,knife,27,SingleNaming,1,795.2,Younger,Single,1
24,suitcase,ACTION,pack,27,SingleNaming,1,1080.9,Younger,Single,1
25,knife,OBJECT,knife,27,SingleNaming,1,1102.7,Older,Single,1
25,suitcase,ACTION,pack,27,SingleNaming,1,1548.6,Older,Single,1
26,brain,OBJECT,brain,27,SingleNaming,1,808.7,Younger,Single,1
26,newspaper,ACTION,read,27,SingleNaming,1,1519.6,Younger,Single,1
27,brain,OBJECT,brain,27,SingleNaming,1,899.4,Older,Single,1
27,newspaper,ACTION,read,27,SingleNaming,1,908.7,Older,Single,1
28,knife,OBJECT,knife,27,SingleNaming,1,1113.7,Older,Single,1
28,suitcase,ACTION,pack,27,SingleNaming,1,2007.2,Older,Single,1
29,newspaper,ACTION,read,27,SingleNaming,1,898.6,Older,Single,1
29,brain,OBJECT,brain,27,SingleNaming,1,902.1,Older,Single,1
30,newspaper,ACTION,read,27,SingleNaming,1,1320.4,Older,Single,1
30,brain,OBJECT,brain,27,SingleNaming,1,1336.1,Older,Single,1
31,knife,OBJECT,knife,27,SingleNaming,1,903.1,Older,Single,1
31,suitcase,ACTION,pack,27,SingleNaming,1,1526.8,Older,Single,1
32,brain,OBJECT,brain,27,SingleNaming,1,977,Younger,Single,1
32,newspaper,ACTION,read,27,SingleNaming,1,1139,Younger,Single,1
33,newspaper,ACTION,read,27,SingleNaming,1,946.6,Older,Single,1
33,brain,OBJECT,brain,27,SingleNaming,1,1292.6,Older,Single,1
34,brain,OBJECT,brain,27,SingleNaming,1,1361.1,Older,Single,1
35,brain,OBJECT,brain,27,SingleNaming,1,757.1,Older,Single,1
35,newspaper,ACTION,read,27,SingleNaming,1,1088.9,Older,Single,1
36,brain,OBJECT,brain,27,SingleNaming,1,813.6,Older,Single,1
36,newspaper,ACTION,read,27,SingleNaming,1,861.9,Older,Single,1
37,knife,OBJECT,knife,27,SingleNaming,1,698.5,Older,Single,1
37,suitcase,ACTION,pack,27,SingleNaming,1,1363.5,Older,Single,1
38,knife,OBJECT,knife,27,SingleNaming,1,928.5,Older,Single,1
38,suitcase,ACTION,pack,27,SingleNaming,1,1230,Older,Single,1
39,knife,OBJECT,knife,27,SingleNaming,1,894.1,Younger,Single,1
39,suitcase,ACTION,pack,27,SingleNaming,1,982.2,Younger,Single,1
40,newspaper,ACTION,read,27,SingleNaming,1,957.2,Older,Single,1
40,brain,OBJECT,brain,27,SingleNaming,1,1261.1,Older,Single,1
41,knife,OBJECT,knife,27,SingleNaming,1,609.4,Older,Single,1
41,suitcase,ACTION,pack,27,SingleNaming,1,892,Older,Single,1
42,newspaper,ACTION,read,27,SingleNaming,1,919.2,Older,Single,1
42,brain,OBJECT,brain,27,SingleNaming,1,1109.8,Older,Single,1
43,brain,OBJECT,brain,27,SingleNaming,1,874.4,Younger,Single,1
43,newspaper,ACTION,read,27,SingleNaming,1,1108.8,Younger,Single,1
44,brain,OBJECT,brain,27,SingleNaming,1,844.9,Older,Single,1
44,newspaper,ACTION,read,27,SingleNaming,1,997.3,Older,Single,1
45,brain,OBJECT,brain,27,SingleNaming,1,968.3,Younger,Single,1
45,newspaper,ACTION,read,27,SingleNaming,1,1175,Younger,Single,1
46,suitcase,ACTION,pack,27,SingleNaming,1,1477.8,Older,Single,1
46,knife,OBJECT,knife,27,SingleNaming,1,1997.7,Older,Single,1
47,newspaper,ACTION,read,27,SingleNaming,1,1016.8,Younger,Single,1
47,brain,OBJECT,brain,27,SingleNaming,1,1118.4,Younger,Single,1
48,knife,OBJECT,knife,27,SingleNaming,1,993.8,Older,Single,1
48,suitcase,ACTION,pack,27,SingleNaming,1,1457.3,Older,Single,1
49,newspaper,ACTION,read,27,SingleNaming,1,787.4,Older,Single,1
49,brain,OBJECT,brain,27,SingleNaming,1,895.9,Older,Single,1
50,knife,OBJECT,knife,27,SingleNaming,1,1018.9,Older,Single,1
50,suitcase,ACTION,pack,27,SingleNaming,1,1333.8,Older,Single,1
51,knife,OBJECT,knife,27,SingleNaming,1,1061.5,Older,Single,1
51,suitcase,ACTION,pack,27,SingleNaming,1,2227.8,Older,Single,1
52,knife,OBJECT,knife,27,SingleNaming,1,1006.3,Older,Single,1
52,suitcase,ACTION,pack,27,SingleNaming,1,1069.9,Older,Single,1
53,knife,OBJECT,knife,27,SingleNaming,1,1221.8,Younger,Single,1
53,suitcase,ACTION,pack,27,SingleNaming,1,2108.5,Younger,Single,1
54,brain,OBJECT,brain,27,SingleNaming,1,1370,Older,Single,1
54,newspaper,ACTION,read,27,SingleNaming,1,2002.8,Older,Single,1
55,knife,OBJECT,knife,27,SingleNaming,1,975,Younger,Single,1
55,suitcase,ACTION,pack,27,SingleNaming,1,1904.8,Younger,Single,1
56,knife,OBJECT,knife,27,SingleNaming,1,616.4,Younger,Single,1
56,suitcase,ACTION,pack,27,SingleNaming,1,1606.6,Younger,Single,1
57,brain,OBJECT,brain,27,SingleNaming,1,835.6,Younger,Single,1
57,newspaper,ACTION,read,27,SingleNaming,1,1167.8,Younger,Single,1
58,knife,OBJECT,knife,27,SingleNaming,1,1254.1,Younger,Single,1
58,suitcase,ACTION,pack,27,SingleNaming,1,2256.6,Younger,Single,1
59,knife,OBJECT,knife,27,SingleNaming,1,948.3,Older,Single,1
59,suitcase,ACTION,pack,27,SingleNaming,1,2346.8,Older,Single,1
60,knife,OBJECT,knife,27,SingleNaming,1,931.9,Older,Single,1
60,suitcase,ACTION,pack,27,SingleNaming,1,1214.9,Older,Single,1
61,brain,OBJECT,brain,27,SingleNaming,1,993.6,Younger,Single,1
61,newspaper,ACTION,read,27,SingleNaming,1,1806.1,Younger,Single,1
62,brain,OBJECT,brain,27,SingleNaming,1,854.4,Older,Single,1
62,newspaper,ACTION,read,27,SingleNaming,1,1047.5,Older,Single,1
63,knife,OBJECT,knife,27,SingleNaming,1,735.7,Younger,Single,1
63,suitcase,ACTION,pack,27,SingleNaming,1,1502.1,Younger,Single,1
64,knife,OBJECT,knife,27,SingleNaming,1,724,Younger,Single,1
64,suitcase,ACTION,pack,27,SingleNaming,1,1164.2,Younger,Single,1
65,newspaper,ACTION,read,27,SingleNaming,1,710.8,Younger,Single,1
65,brain,OBJECT,brain,27,SingleNaming,1,787.9,Younger,Single,1
66,brain,OBJECT,brain,27,SingleNaming,1,1026.4,Older,Single,1
66,newspaper,ACTION,read,27,SingleNaming,1,1138.1,Older,Single,1
67,brain,OBJECT,brain,27,SingleNaming,1,1080.7,Younger,Single,1
67,newspaper,ACTION,read,27,SingleNaming,1,1540.3,Younger,Single,1
68,newspaper,ACTION,read,27,SingleNaming,1,785,Younger,Single,1
68,brain,OBJECT,brain,27,SingleNaming,1,1218.6,Younger,Single,1
69,knife,OBJECT,knife,27,SingleNaming,1,778.1,Older,Single,1
69,suitcase,ACTION,pack,27,SingleNaming,1,1193.3,Older,Single,1
70,knife,OBJECT,knife,27,SingleNaming,1,1235.5,Older,Single,1
70,suitcase,ACTION,pack,27,SingleNaming,1,1329.6,Older,Single,1
71,knife,OBJECT,knife,27,SingleNaming,1,894.5,Younger,Single,1
71,suitcase,ACTION,pack,27,SingleNaming,1,1843.6,Younger,Single,1
72,knife,OBJECT,knife,27,SingleNaming,1,995.8,Older,Single,1
72,suitcase,ACTION,pack,27,SingleNaming,1,1346.1,Older,Single,1
73,knife,OBJECT,knife,27,SingleNaming,1,758.7,Younger,Single,1
73,suitcase,ACTION,pack,27,SingleNaming,1,1086.5,Younger,Single,1
74,brain,OBJECT,brain,27,SingleNaming,1,988.6,Older,Single,1
74,newspaper,ACTION,read,27,SingleNaming,1,1555.2,Older,Single,1
75,newspaper,ACTION,read,27,SingleNaming,1,721.7,Younger,Single,1
75,brain,OBJECT,brain,27,SingleNaming,1,968.8,Younger,Single,1
76,newspaper,ACTION,read,27,SingleNaming,1,892.8,Older,Single,1
76,brain,OBJECT,brain,27,SingleNaming,1,1120.1,Older,Single,1
77,knife,OBJECT,knife,27,SingleNaming,1,940.7,Younger,Single,1
77,suitcase,ACTION,pack,27,SingleNaming,1,1012,Younger,Single,1
78,brain,OBJECT,brain,27,SingleNaming,1,965.4,Older,Single,1
78,newspaper,ACTION,read,27,SingleNaming,1,1072.5,Older,Single,1
79,brain,OBJECT,brain,27,SingleNaming,1,1490,Older,Single,1
79,newspaper,ACTION,read,27,SingleNaming,1,1639.3,Older,Single,1
80,knife,OBJECT,knife,27,SingleNaming,1,1263.9,Older,Single,1
81,knife,OBJECT,knife,27,SingleNaming,1,1399.2,Older,Single,1
81,suitcase,ACTION,pack,27,SingleNaming,1,2189.8,Older,Single,1
82,knife,OBJECT,knife,27,SingleNaming,1,980.1,Younger,Single,1
82,suitcase,ACTION,pack,27,SingleNaming,1,1175,Younger,Single,1
83,newspaper,ACTION,read,27,SingleNaming,1,1251,Older,Single,1
83,brain,OBJECT,brain,27,SingleNaming,1,1612.4,Older,Single,1
84,knife,OBJECT,knife,27,SingleNaming,1,1315.1,Older,Single,1
84,suitcase,ACTION,pack,27,SingleNaming,1,1577.6,Older,Single,1
85,brain,OBJECT,brain,27,SingleNaming,1,806.6,Older,Single,1
85,newspaper,ACTION,read,27,SingleNaming,1,981.2,Older,Single,1
86,knife,OBJECT,knife,27,SingleNaming,1,961.6,Older,Single,1
87,newspaper,ACTION,read,27,SingleNaming,1,1004.6,Younger,Single,1
87,brain,OBJECT,brain,27,SingleNaming,1,1293.5,Younger,Single,1
88,newspaper,ACTION,read,27,SingleNaming,1,901.6,Younger,Single,1
88,brain,OBJECT,brain,27,SingleNaming,1,1062.6,Younger,Single,1
89,newspaper,ACTION,read,27,SingleNaming,1,1115,Younger,Single,1
89,brain,OBJECT,brain,27,SingleNaming,1,1884.2,Younger,Single,1
90,newspaper,ACTION,read,27,SingleNaming,1,1018,Older,Single,1
90,brain,OBJECT,brain,27,SingleNaming,1,1506,Older,Single,1
91,knife,OBJECT,knife,27,SingleNaming,1,1120,Older,Single,1
92,newspaper,ACTION,read,27,SingleNaming,1,562.7,Older,Single,1
92,brain,OBJECT,brain,27,SingleNaming,1,790.6,Older,Single,1
93,knife,OBJECT,knife,27,SingleNaming,1,892.8,Older,Single,1
93,suitcase,ACTION,pack,27,SingleNaming,1,1208.9,Older,Single,1
94,knife,OBJECT,knife,27,SingleNaming,1,841.4,Older,Single,1
94,suitcase,ACTION,pack,27,SingleNaming,1,1006.3,Older,Single,1
95,knife,OBJECT,knife,27,SingleNaming,1,1041.2,Older,Single,1
95,suitcase,ACTION,pack,27,SingleNaming,1,1635.6,Older,Single,1
96,knife,OBJECT,knife,27,SingleNaming,1,874.2,Older,Single,1
96,suitcase,ACTION,pack,27,SingleNaming,1,1645.2,Older,Single,1
97,knife,OBJECT,knife,27,SingleNaming,1,1867,Younger,Single,1
97,suitcase,ACTION,pack,27,SingleNaming,1,1148.1,Younger,Single,1
98,brain,OBJECT,brain,27,SingleNaming,1,942.1,Older,Single,1
98,newspaper,ACTION,read,27,SingleNaming,1,1003.2,Older,Single,1
99,knife,OBJECT,knife,27,SingleNaming,1,937.6,Older,Single,1
99,suitcase,ACTION,pack,27,SingleNaming,1,1714,Older,Single,1
100,knife,OBJECT,knife,27,SingleNaming,1,895.5,Older,Single,1
100,suitcase,ACTION,pack,27,SingleNaming,1,1096,Older,Single,1
1,soap,ACTION,wash,28,nonswitch,1,1048.1,Younger,Dual,1
2,soap,ACTION,wash,28,nonswitch,1,1770.5,Younger,Dual,1
7,candle,ACTION,light,28,nonswitch,1,1449.4,Younger,Dual,1
8,candle,ACTION,light,28,nonswitch,1,1204,Younger,Dual,1
9,soap,ACTION,wash,28,nonswitch,1,903,Younger,Dual,1
10,candle,ACTION,light,28,nonswitch,1,1207.7,Younger,Dual,1
11,soap,ACTION,wash,28,nonswitch,1,1284.2,Younger,Dual,1
12,candle,ACTION,light,28,nonswitch,1,1597.1,Younger,Dual,1
16,candle,ACTION,light,28,nonswitch,1,1603.4,Younger,Dual,1
17,candle,ACTION,light,28,nonswitch,1,1138.7,Younger,Dual,1
18,soap,ACTION,wash,28,nonswitch,1,2357.3,Younger,Dual,1
20,soap,ACTION,wash,28,nonswitch,1,1914.5,Younger,Dual,1
21,soap,ACTION,wash,28,nonswitch,1,1585.4,Younger,Dual,1
22,candle,ACTION,light,28,nonswitch,1,1136.8,Younger,Dual,1
23,soap,ACTION,wash,28,nonswitch,1,1759.3,Younger,Dual,1
24,soap,ACTION,wash,28,nonswitch,1,1117.1,Younger,Dual,1
25,soap,ACTION,wash,28,nonswitch,1,2458.9,Older,Dual,1
26,candle,ACTION,light,28,nonswitch,1,1071.5,Younger,Dual,1
27,candle,ACTION,light,28,nonswitch,1,1646.5,Older,Dual,1
29,candle,ACTION,light,28,nonswitch,1,2249.1,Older,Dual,1
30,candle,ACTION,light,28,nonswitch,1,2275,Older,Dual,1
31,soap,ACTION,wash,28,nonswitch,1,1255.2,Older,Dual,1
32,candle,ACTION,light,28,nonswitch,1,975,Younger,Dual,1
33,candle,ACTION,light,28,nonswitch,1,1228.6,Older,Dual,1
34,candle,ACTION,light,28,nonswitch,1,1877,Older,Dual,1
35,candle,ACTION,light,28,nonswitch,1,1907.6,Older,Dual,1
36,candle,ACTION,light,28,nonswitch,1,1467.5,Older,Dual,1
37,soap,ACTION,wash,28,nonswitch,1,1286.2,Older,Dual,1
38,soap,ACTION,wash,28,nonswitch,1,835.5,Older,Dual,1
39,soap,ACTION,wash,28,nonswitch,1,1604.6,Younger,Dual,1
40,candle,ACTION,light,28,nonswitch,1,1291.3,Older,Dual,1
41,soap,ACTION,wash,28,nonswitch,1,903.2,Older,Dual,1
43,candle,ACTION,light,28,nonswitch,1,1698.2,Younger,Dual,1
44,candle,ACTION,light,28,nonswitch,1,1014.7,Older,Dual,1
45,candle,ACTION,light,28,nonswitch,1,1842.3,Younger,Dual,1
46,soap,ACTION,wash,28,nonswitch,1,1510.4,Older,Dual,1
50,soap,ACTION,wash,28,nonswitch,1,1527.7,Older,Dual,1
51,soap,ACTION,wash,28,nonswitch,1,1130.1,Older,Dual,1
52,soap,ACTION,wash,28,nonswitch,1,1053.2,Older,Dual,1
54,candle,ACTION,light,28,nonswitch,1,1591.4,Older,Dual,1
55,soap,ACTION,wash,28,nonswitch,1,996.8,Younger,Dual,1
56,soap,ACTION,wash,28,nonswitch,1,957.5,Younger,Dual,1
57,candle,ACTION,light,28,nonswitch,1,1892.5,Younger,Dual,1
58,soap,ACTION,wash,28,nonswitch,1,1018.5,Younger,Dual,1
59,soap,ACTION,wash,28,nonswitch,1,1505.1,Older,Dual,1
60,soap,ACTION,wash,28,nonswitch,1,1033.6,Older,Dual,1
61,candle,ACTION,light,28,nonswitch,1,1028.6,Younger,Dual,1
62,candle,ACTION,light,28,nonswitch,1,1185.9,Older,Dual,1
63,soap,ACTION,wash,28,nonswitch,1,1234.8,Younger,Dual,1
64,soap,ACTION,wash,28,nonswitch,1,982.8,Younger,Dual,1
65,candle,ACTION,light,28,nonswitch,1,969.4,Younger,Dual,1
66,candle,ACTION,light,28,nonswitch,1,1274.6,Older,Dual,1
67,candle,ACTION,light,28,nonswitch,1,1541.3,Younger,Dual,1
68,candle,ACTION,light,28,nonswitch,1,1320.8,Younger,Dual,1
69,soap,ACTION,wash,28,nonswitch,1,973.3,Older,Dual,1
70,soap,ACTION,wash,28,nonswitch,1,1202.6,Older,Dual,1
71,soap,ACTION,wash,28,nonswitch,1,1417.3,Younger,Dual,1
72,soap,ACTION,wash,28,nonswitch,1,1860.5,Older,Dual,1
73,soap,ACTION,wash,28,nonswitch,1,1088.7,Younger,Dual,1
75,candle,ACTION,light,28,nonswitch,1,1384.2,Younger,Dual,1
76,candle,ACTION,light,28,nonswitch,1,1137.2,Older,Dual,1
